"","EXPSAMPLE_ACCESSION","REAGENT_ACCESSION"
"1958","ES735956","ESR10124"
"1959","ES735956","ESR10125"
"1960","ES735956","ESR10126"
"1961","ES735956","ESR10127"
"1962","ES735956","ESR10128"
"1963","ES735956","ESR10129"
"1964","ES735956","ESR10130"
"1965","ES735956","ESR10131"
"1966","ES735956","ESR10132"
"1967","ES735956","ESR10133"
"1968","ES735956","ESR10134"
"1969","ES735956","ESR10135"
"1970","ES735956","ESR10136"
"1971","ES735956","ESR10137"
"1972","ES735956","ESR10138"
"1973","ES735956","ESR10139"
"1974","ES735956","ESR10140"
"1975","ES735956","ESR10141"
"1976","ES735956","ESR10142"
"1977","ES735956","ESR10143"
"1978","ES735957","ESR10102"
"1979","ES735957","ESR10103"
"1980","ES735957","ESR10104"
"1981","ES735957","ESR10105"
"1982","ES735957","ESR10106"
"1983","ES735957","ESR10107"
"1984","ES735957","ESR10108"
"1985","ES735957","ESR10109"
"1986","ES735957","ESR10110"
"1987","ES735957","ESR10111"
"1988","ES735957","ESR10112"
"1989","ES735957","ESR10113"
"1990","ES735957","ESR10114"
"1991","ES735957","ESR10115"
"1992","ES735957","ESR10116"
"1993","ES735957","ESR10117"
"1994","ES735957","ESR10118"
"1995","ES735957","ESR10119"
"1996","ES735957","ESR10120"
"1997","ES735957","ESR10121"
"1998","ES735957","ESR10122"
"1999","ES735957","ESR10123"
"2000","ES735957","ESR10124"
"2001","ES735957","ESR10125"
"2002","ES735957","ESR10126"
"2003","ES735957","ESR10127"
"2004","ES735957","ESR10128"
"2005","ES735957","ESR10129"
"2006","ES735957","ESR10130"
"2007","ES735957","ESR10131"
"2008","ES735957","ESR10132"
"2009","ES735957","ESR10133"
"2010","ES735957","ESR10134"
"2011","ES735957","ESR10135"
"2012","ES735957","ESR10136"
"2013","ES735957","ESR10137"
"2014","ES735957","ESR10138"
"2015","ES735957","ESR10139"
"2016","ES735957","ESR10140"
"2017","ES735957","ESR10141"
"2018","ES735957","ESR10142"
"2019","ES735957","ESR10143"
"2020","ES735958","ESR10102"
"2021","ES735958","ESR10103"
"2022","ES735958","ESR10104"
"2023","ES735958","ESR10105"
"2024","ES735958","ESR10106"
"2025","ES735958","ESR10107"
"2026","ES735958","ESR10108"
"2027","ES735958","ESR10109"
"2028","ES735958","ESR10110"
"2029","ES735958","ESR10111"
"2030","ES735958","ESR10112"
"2031","ES735958","ESR10113"
"2032","ES735958","ESR10114"
"2033","ES735958","ESR10115"
"2034","ES735958","ESR10116"
"2035","ES735958","ESR10117"
"2036","ES735958","ESR10118"
"2037","ES735958","ESR10119"
"2038","ES735958","ESR10120"
"2039","ES735958","ESR10121"
"2040","ES735958","ESR10122"
"2041","ES735958","ESR10123"
"2042","ES735958","ESR10124"
"2043","ES735958","ESR10125"
"2044","ES735958","ESR10126"
"2045","ES735958","ESR10127"
"2046","ES735958","ESR10128"
"2047","ES735958","ESR10129"
"2048","ES735958","ESR10130"
"2049","ES735958","ESR10131"
"2050","ES735958","ESR10132"
"2051","ES735958","ESR10133"
"2052","ES735958","ESR10134"
"2053","ES735958","ESR10135"
"2054","ES735958","ESR10136"
"2055","ES735958","ESR10137"
"2056","ES735958","ESR10138"
"2057","ES735958","ESR10139"
"2058","ES735958","ESR10140"
"2059","ES735958","ESR10141"
"2060","ES735958","ESR10142"
"2061","ES735958","ESR10143"
"2062","ES735959","ESR10102"
"2063","ES735959","ESR10103"
"2064","ES735959","ESR10104"
"2065","ES735959","ESR10105"
"2066","ES735959","ESR10106"
"2067","ES735959","ESR10107"
"2068","ES735959","ESR10108"
"2069","ES735959","ESR10109"
"2070","ES735959","ESR10110"
"2071","ES735959","ESR10111"
"2072","ES735959","ESR10112"
"2073","ES735959","ESR10113"
"2074","ES735959","ESR10114"
"2075","ES735959","ESR10115"
"2076","ES735959","ESR10116"
"2077","ES735959","ESR10117"
"2078","ES735959","ESR10118"
"2079","ES735959","ESR10119"
"2080","ES735959","ESR10120"
"2081","ES735959","ESR10121"
"2082","ES735959","ESR10122"
"2083","ES735959","ESR10123"
"2084","ES735959","ESR10124"
"2085","ES735959","ESR10125"
"2086","ES735959","ESR10126"
"2087","ES735959","ESR10127"
"2088","ES735959","ESR10128"
"2089","ES735959","ESR10129"
"2090","ES735959","ESR10130"
"2091","ES735959","ESR10131"
"2092","ES735959","ESR10132"
"2093","ES735959","ESR10133"
"2094","ES735959","ESR10134"
"2095","ES735959","ESR10135"
"2096","ES735959","ESR10136"
"2097","ES735959","ESR10137"
"2098","ES735959","ESR10138"
"2099","ES735959","ESR10139"
"2100","ES735959","ESR10140"
"2101","ES735959","ESR10141"
"2102","ES735959","ESR10142"
"2103","ES735959","ESR10143"
"2104","ES735960","ESR10102"
"2105","ES735960","ESR10103"
"2106","ES735960","ESR10104"
"2107","ES735960","ESR10105"
"2108","ES735960","ESR10106"
"2109","ES735960","ESR10107"
"2110","ES735960","ESR10108"
"2111","ES735960","ESR10109"
"2112","ES735960","ESR10110"
"2113","ES735960","ESR10111"
"2114","ES735960","ESR10112"
"2115","ES735960","ESR10113"
"2116","ES735960","ESR10114"
"2117","ES735960","ESR10115"
"2118","ES735960","ESR10116"
"2119","ES735960","ESR10117"
"2120","ES735960","ESR10118"
"2121","ES735960","ESR10119"
"2122","ES735960","ESR10120"
"2123","ES735960","ESR10121"
"2124","ES735960","ESR10122"
"2125","ES735960","ESR10123"
"2126","ES735960","ESR10124"
"2127","ES735960","ESR10125"
"2128","ES735960","ESR10126"
"2129","ES735960","ESR10127"
"2130","ES735960","ESR10128"
"2131","ES735960","ESR10129"
"2132","ES735960","ESR10130"
"2133","ES735960","ESR10131"
"2134","ES735960","ESR10132"
"2135","ES735960","ESR10133"
"2136","ES735960","ESR10134"
"2137","ES735960","ESR10135"
"2138","ES735960","ESR10136"
"2139","ES735960","ESR10137"
"2140","ES735960","ESR10138"
"2141","ES735960","ESR10139"
"2142","ES735960","ESR10140"
"2143","ES735960","ESR10141"
"2144","ES735960","ESR10142"
"2145","ES735960","ESR10143"
"2146","ES735961","ESR10102"
"2147","ES735961","ESR10103"
"2148","ES735961","ESR10104"
"2149","ES735961","ESR10105"
"2150","ES735961","ESR10106"
"2151","ES735961","ESR10107"
"2152","ES735961","ESR10108"
"2153","ES735961","ESR10109"
"2154","ES735961","ESR10110"
"2155","ES735961","ESR10111"
"2156","ES735961","ESR10112"
"2157","ES735961","ESR10113"
"2158","ES735961","ESR10114"
"2159","ES735961","ESR10115"
"2160","ES735961","ESR10116"
"2161","ES735961","ESR10117"
"2162","ES735961","ESR10118"
"2163","ES735961","ESR10119"
"2164","ES735961","ESR10120"
"2165","ES735961","ESR10121"
"2166","ES735961","ESR10122"
"2167","ES735961","ESR10123"
"2168","ES735961","ESR10124"
"2169","ES735961","ESR10125"
"2170","ES735961","ESR10126"
"2171","ES735961","ESR10127"
"2172","ES735961","ESR10128"
"2173","ES735961","ESR10129"
"2174","ES735961","ESR10130"
"2175","ES735961","ESR10131"
"2176","ES735961","ESR10132"
"2177","ES735961","ESR10133"
"2178","ES735961","ESR10134"
"2179","ES735961","ESR10135"
"2180","ES735961","ESR10136"
"2181","ES735961","ESR10137"
"2182","ES735961","ESR10138"
"2183","ES735961","ESR10139"
"2184","ES735961","ESR10140"
"2185","ES735961","ESR10141"
"2186","ES735961","ESR10142"
"2187","ES735961","ESR10143"
"2188","ES735962","ESR10102"
"2189","ES735962","ESR10103"
"2190","ES735962","ESR10104"
"2191","ES735962","ESR10105"
"2192","ES735962","ESR10106"
"2193","ES735962","ESR10107"
"2194","ES735962","ESR10108"
"2195","ES735962","ESR10109"
"2196","ES735962","ESR10110"
"2197","ES735962","ESR10111"
"2198","ES735962","ESR10112"
"2199","ES735962","ESR10113"
"2200","ES735962","ESR10114"
"2201","ES735962","ESR10115"
"2202","ES735962","ESR10116"
"2203","ES735962","ESR10117"
"2204","ES735962","ESR10118"
"2205","ES735962","ESR10119"
"2206","ES735962","ESR10120"
"2207","ES735962","ESR10121"
"2208","ES735962","ESR10122"
"2209","ES735962","ESR10123"
"2210","ES735962","ESR10124"
"2211","ES735962","ESR10125"
"2212","ES735962","ESR10126"
"2213","ES735962","ESR10127"
"2214","ES735962","ESR10128"
"2215","ES735962","ESR10129"
"2216","ES735962","ESR10130"
"2217","ES735962","ESR10131"
"2218","ES735962","ESR10132"
"2219","ES735962","ESR10133"
"2220","ES735962","ESR10134"
"2221","ES735962","ESR10135"
"2222","ES735962","ESR10136"
"2223","ES735962","ESR10137"
"2224","ES735962","ESR10138"
"2225","ES735962","ESR10139"
"2226","ES735962","ESR10140"
"2227","ES735962","ESR10141"
"2228","ES735962","ESR10142"
"2229","ES735962","ESR10143"
"2230","ES735963","ESR10102"
"2231","ES735963","ESR10103"
"2232","ES735963","ESR10104"
"2233","ES735963","ESR10105"
"2234","ES735963","ESR10106"
"2235","ES735963","ESR10107"
"2236","ES735963","ESR10108"
"2237","ES735963","ESR10109"
"2238","ES735963","ESR10110"
"2239","ES735963","ESR10111"
"2240","ES735963","ESR10112"
"2241","ES735963","ESR10113"
"2242","ES735963","ESR10114"
"2243","ES735963","ESR10115"
"2244","ES735963","ESR10116"
"2245","ES735963","ESR10117"
"2246","ES735963","ESR10118"
"2247","ES735963","ESR10119"
"2248","ES735963","ESR10120"
"2249","ES735963","ESR10121"
"2250","ES735963","ESR10122"
"2251","ES735963","ESR10123"
"2252","ES735963","ESR10124"
"2253","ES735963","ESR10125"
"2254","ES735963","ESR10126"
"2255","ES735963","ESR10127"
"2256","ES735963","ESR10128"
"2257","ES735963","ESR10129"
"2258","ES735963","ESR10130"
"2259","ES735963","ESR10131"
"2260","ES735963","ESR10132"
"2261","ES735963","ESR10133"
"2262","ES735963","ESR10134"
"2263","ES735963","ESR10135"
"2264","ES735963","ESR10136"
"2265","ES735963","ESR10137"
"2266","ES735963","ESR10138"
"2267","ES735963","ESR10139"
"2268","ES735963","ESR10140"
"2269","ES735963","ESR10141"
"2270","ES735963","ESR10142"
"2271","ES735963","ESR10143"
"2272","ES735964","ESR10102"
"2273","ES735964","ESR10103"
"2274","ES735964","ESR10104"
"2275","ES735964","ESR10105"
"2276","ES735964","ESR10106"
"2277","ES735964","ESR10107"
"2278","ES735964","ESR10108"
"2279","ES735964","ESR10109"
"2280","ES735964","ESR10110"
"2281","ES735964","ESR10111"
"2282","ES735964","ESR10112"
"2283","ES735964","ESR10113"
"2284","ES735964","ESR10114"
"2285","ES735964","ESR10115"
"2286","ES735964","ESR10116"
"2287","ES735964","ESR10117"
"2288","ES735964","ESR10118"
"2289","ES735964","ESR10119"
"2290","ES735964","ESR10120"
"2291","ES735964","ESR10121"
"2292","ES735964","ESR10122"
"2293","ES735964","ESR10123"
"2294","ES735964","ESR10124"
"2295","ES735964","ESR10125"
"2296","ES735964","ESR10126"
"2297","ES735964","ESR10127"
"2298","ES735964","ESR10128"
"2299","ES735964","ESR10129"
"2300","ES735964","ESR10130"
"2301","ES735964","ESR10131"
"2302","ES735964","ESR10132"
"2303","ES735964","ESR10133"
"2304","ES735964","ESR10134"
"2305","ES735964","ESR10135"
"2306","ES735964","ESR10136"
"2307","ES735964","ESR10137"
"2308","ES735964","ESR10138"
"2309","ES735964","ESR10139"
"2310","ES735964","ESR10140"
"2311","ES735964","ESR10141"
"2312","ES735964","ESR10142"
"2313","ES735964","ESR10143"
"2314","ES735965","ESR10102"
"2315","ES735965","ESR10103"
"2316","ES735965","ESR10104"
"2317","ES735965","ESR10105"
"2318","ES735965","ESR10106"
"2319","ES735965","ESR10107"
"2320","ES735965","ESR10108"
"2321","ES735965","ESR10109"
"2322","ES735965","ESR10110"
"2323","ES735965","ESR10111"
"2324","ES735965","ESR10112"
"2325","ES735965","ESR10113"
"2326","ES735965","ESR10114"
"2327","ES735965","ESR10115"
"2328","ES735965","ESR10116"
"2329","ES735965","ESR10117"
"2330","ES735965","ESR10118"
"2331","ES735965","ESR10119"
"2332","ES735965","ESR10120"
"2333","ES735965","ESR10121"
"2334","ES735965","ESR10122"
"2335","ES735965","ESR10123"
"2336","ES735965","ESR10124"
"2337","ES735965","ESR10125"
"2338","ES735965","ESR10126"
"2339","ES735965","ESR10127"
"2340","ES735965","ESR10128"
"2341","ES735965","ESR10129"
"2342","ES735965","ESR10130"
"2343","ES735965","ESR10131"
"2344","ES735965","ESR10132"
"2345","ES735965","ESR10133"
"2346","ES735965","ESR10134"
"2347","ES735965","ESR10135"
"2348","ES735965","ESR10136"
"2349","ES735965","ESR10137"
"2350","ES735965","ESR10138"
"2351","ES735965","ESR10139"
"2352","ES735965","ESR10140"
"2353","ES735965","ESR10141"
"2354","ES735965","ESR10142"
"2355","ES735965","ESR10143"
"2356","ES735966","ESR10102"
"2357","ES735966","ESR10103"
"2358","ES735966","ESR10104"
"2359","ES735966","ESR10105"
"2360","ES735966","ESR10106"
"2361","ES735966","ESR10107"
"2362","ES735966","ESR10108"
"2363","ES735966","ESR10109"
"2364","ES735966","ESR10110"
"2365","ES735966","ESR10111"
"2366","ES735966","ESR10112"
"2367","ES735966","ESR10113"
"2368","ES735966","ESR10114"
"2369","ES735966","ESR10115"
"2370","ES735966","ESR10116"
"2371","ES735966","ESR10117"
"2372","ES735966","ESR10118"
"2373","ES735966","ESR10119"
"2374","ES735966","ESR10120"
"2375","ES735966","ESR10121"
"2376","ES735966","ESR10122"
"2377","ES735966","ESR10123"
"2378","ES735966","ESR10124"
"2379","ES735966","ESR10125"
"2380","ES735966","ESR10126"
"2381","ES735966","ESR10127"
"2382","ES735966","ESR10128"
"2383","ES735966","ESR10129"
"2384","ES735966","ESR10130"
"2385","ES735966","ESR10131"
"2386","ES735966","ESR10132"
"2387","ES735966","ESR10133"
"2388","ES735966","ESR10134"
"2389","ES735966","ESR10135"
"2390","ES735966","ESR10136"
"2391","ES735966","ESR10137"
"2392","ES735966","ESR10138"
"2393","ES735966","ESR10139"
"2394","ES735966","ESR10140"
"2395","ES735966","ESR10141"
"2396","ES735966","ESR10142"
"2397","ES735966","ESR10143"
"2398","ES735967","ESR10102"
"2399","ES735967","ESR10103"
"2400","ES735967","ESR10104"
"2401","ES735967","ESR10105"
"2402","ES735967","ESR10106"
"2403","ES735967","ESR10107"
"2404","ES735967","ESR10108"
"2405","ES735967","ESR10109"
"2406","ES735967","ESR10110"
"2407","ES735967","ESR10111"
"2408","ES735967","ESR10112"
"2409","ES735967","ESR10113"
"2410","ES735967","ESR10114"
"2411","ES735967","ESR10115"
"2412","ES735967","ESR10116"
"2413","ES735967","ESR10117"
"2414","ES735967","ESR10118"
"2415","ES735967","ESR10119"
"2416","ES735967","ESR10120"
"2417","ES735967","ESR10121"
"2418","ES735967","ESR10122"
"2419","ES735967","ESR10123"
"2420","ES735967","ESR10124"
"2421","ES735967","ESR10125"
"2422","ES735967","ESR10126"
"2423","ES735967","ESR10127"
"2424","ES735967","ESR10128"
"2425","ES735967","ESR10129"
"2426","ES735967","ESR10130"
"2427","ES735967","ESR10131"
"2428","ES735967","ESR10132"
"2429","ES735967","ESR10133"
"2430","ES735967","ESR10134"
"2431","ES735967","ESR10135"
"2432","ES735967","ESR10136"
"2433","ES735967","ESR10137"
"2434","ES735967","ESR10138"
"2435","ES735967","ESR10139"
"2436","ES735967","ESR10140"
"2437","ES735967","ESR10141"
"2438","ES735967","ESR10142"
"2439","ES735967","ESR10143"
"2440","ES735968","ESR10102"
"2441","ES735968","ESR10103"
"2442","ES735968","ESR10104"
"2443","ES735968","ESR10105"
"2444","ES735968","ESR10106"
"2445","ES735968","ESR10107"
"2446","ES735968","ESR10108"
"2447","ES735968","ESR10109"
"2448","ES735968","ESR10110"
"2449","ES735968","ESR10111"
"2450","ES735968","ESR10112"
"2451","ES735968","ESR10113"
"2452","ES735968","ESR10114"
"2453","ES735968","ESR10115"
"2454","ES735968","ESR10116"
"2455","ES735968","ESR10117"
"2456","ES735968","ESR10118"
"2457","ES735968","ESR10119"
"2458","ES735968","ESR10120"
"2459","ES735968","ESR10121"
"2460","ES735968","ESR10122"
"2461","ES735968","ESR10123"
"2462","ES735968","ESR10124"
"2463","ES735968","ESR10125"
"2464","ES735968","ESR10126"
"2465","ES735968","ESR10127"
"2466","ES735968","ESR10128"
"2467","ES735968","ESR10129"
"2468","ES735968","ESR10130"
"2469","ES735968","ESR10131"
"2470","ES735968","ESR10132"
"2471","ES735968","ESR10133"
"2472","ES735968","ESR10134"
"2473","ES735968","ESR10135"
"2474","ES735968","ESR10136"
"2475","ES735968","ESR10137"
"2476","ES735968","ESR10138"
"2477","ES735968","ESR10139"
"2478","ES735968","ESR10140"
"2479","ES735968","ESR10141"
"2480","ES735968","ESR10142"
"2481","ES735968","ESR10143"
"2482","ES735969","ESR10102"
"2483","ES735969","ESR10103"
"2484","ES735969","ESR10104"
"2485","ES735969","ESR10105"
"2486","ES735969","ESR10106"
"2487","ES735969","ESR10107"
"2488","ES735969","ESR10108"
"2489","ES735969","ESR10109"
"2490","ES735969","ESR10110"
"2491","ES735969","ESR10111"
"2492","ES735969","ESR10112"
"2493","ES735969","ESR10113"
"2494","ES735969","ESR10114"
"2495","ES735969","ESR10115"
"2496","ES735969","ESR10116"
"2497","ES735969","ESR10117"
"2498","ES735969","ESR10118"
"2499","ES735969","ESR10119"
"2500","ES735969","ESR10120"
"2501","ES735969","ESR10121"
"2502","ES735969","ESR10122"
"2503","ES735969","ESR10123"
"2504","ES735969","ESR10124"
"2505","ES735969","ESR10125"
"2506","ES735969","ESR10126"
"2507","ES735969","ESR10127"
"2508","ES735969","ESR10128"
"2509","ES735969","ESR10129"
"2510","ES735969","ESR10130"
"2511","ES735969","ESR10131"
"2512","ES735969","ESR10132"
"2513","ES735969","ESR10133"
"2514","ES735969","ESR10134"
"2515","ES735969","ESR10135"
"2516","ES735969","ESR10136"
"2517","ES735969","ESR10137"
"2518","ES735969","ESR10138"
"2519","ES735969","ESR10139"
"2520","ES735969","ESR10140"
"2521","ES735969","ESR10141"
"2522","ES735969","ESR10142"
"2523","ES735969","ESR10143"
"2524","ES735970","ESR10102"
"2525","ES735970","ESR10103"
"2526","ES735970","ESR10104"
"2527","ES735970","ESR10105"
"2528","ES735970","ESR10106"
"2529","ES735970","ESR10107"
"2530","ES735970","ESR10108"
"2531","ES735970","ESR10109"
"2532","ES735970","ESR10110"
"2533","ES735970","ESR10111"
"2534","ES735970","ESR10112"
"2535","ES735970","ESR10113"
"2536","ES735970","ESR10114"
"2537","ES735970","ESR10115"
"2538","ES735970","ESR10116"
"2539","ES735970","ESR10117"
"2540","ES735970","ESR10118"
"2541","ES735970","ESR10119"
"2542","ES735970","ESR10120"
"2543","ES735970","ESR10121"
"2544","ES735970","ESR10122"
"2545","ES735970","ESR10123"
"2546","ES735970","ESR10124"
"2547","ES735970","ESR10125"
"2548","ES735970","ESR10126"
"2549","ES735970","ESR10127"
"2550","ES735970","ESR10128"
"2551","ES735970","ESR10129"
"2552","ES735970","ESR10130"
"2553","ES735970","ESR10131"
"2554","ES735970","ESR10132"
"2555","ES735970","ESR10133"
"2556","ES735970","ESR10134"
"2557","ES735970","ESR10135"
"2558","ES735970","ESR10136"
"2559","ES735970","ESR10137"
"2560","ES735970","ESR10138"
"2561","ES735970","ESR10139"
"2562","ES735970","ESR10140"
"2563","ES735970","ESR10141"
"2564","ES735970","ESR10142"
"2565","ES735970","ESR10143"
"2566","ES735971","ESR10102"
"2567","ES735971","ESR10103"
"2568","ES735971","ESR10104"
"2569","ES735971","ESR10105"
"2570","ES735971","ESR10106"
"2571","ES735971","ESR10107"
"2572","ES735971","ESR10108"
"2573","ES735971","ESR10109"
"2574","ES735971","ESR10110"
"2575","ES735971","ESR10111"
"2576","ES735971","ESR10112"
"2577","ES735971","ESR10113"
"2578","ES735971","ESR10114"
"2579","ES735971","ESR10115"
"2580","ES735971","ESR10116"
"2581","ES735971","ESR10117"
"2582","ES735971","ESR10118"
"2583","ES735971","ESR10119"
"2584","ES735971","ESR10120"
"2585","ES735971","ESR10121"
"2586","ES735971","ESR10122"
"2587","ES735971","ESR10123"
"2588","ES735971","ESR10124"
"2589","ES735971","ESR10125"
"2590","ES735971","ESR10126"
"2591","ES735971","ESR10127"
"2592","ES735971","ESR10128"
"2593","ES735971","ESR10129"
"2594","ES735971","ESR10130"
"2595","ES735971","ESR10131"
"2596","ES735971","ESR10132"
"2597","ES735971","ESR10133"
"2598","ES735971","ESR10134"
"2599","ES735971","ESR10135"
"2600","ES735971","ESR10136"
"2601","ES735971","ESR10137"
"2602","ES735971","ESR10138"
"2603","ES735971","ESR10139"
"2604","ES735971","ESR10140"
"2605","ES735971","ESR10141"
"2606","ES735971","ESR10142"
"2607","ES735971","ESR10143"
"2608","ES735972","ESR10102"
"2609","ES735972","ESR10103"
"2610","ES735972","ESR10104"
"2611","ES735972","ESR10105"
"2612","ES735972","ESR10106"
"2613","ES735972","ESR10107"
"2614","ES735972","ESR10108"
"2615","ES735972","ESR10109"
"2616","ES735972","ESR10110"
"2617","ES735972","ESR10111"
"2618","ES735972","ESR10112"
"2619","ES735972","ESR10113"
"2620","ES735972","ESR10114"
"2621","ES735972","ESR10115"
"2622","ES735972","ESR10116"
"2623","ES735972","ESR10117"
"2624","ES735972","ESR10118"
"2625","ES735972","ESR10119"
"2626","ES735972","ESR10120"
"2627","ES735972","ESR10121"
"2628","ES735972","ESR10122"
"2629","ES735972","ESR10123"
"2630","ES735972","ESR10124"
"2631","ES735972","ESR10125"
"2632","ES735972","ESR10126"
"2633","ES735972","ESR10127"
"2634","ES735972","ESR10128"
"2635","ES735972","ESR10129"
"2636","ES735972","ESR10130"
"2637","ES735972","ESR10131"
"2638","ES735972","ESR10132"
"2639","ES735972","ESR10133"
"2640","ES735972","ESR10134"
"2641","ES735972","ESR10135"
"2642","ES735972","ESR10136"
"2643","ES735972","ESR10137"
"2644","ES735972","ESR10138"
"2645","ES735972","ESR10139"
"2646","ES735972","ESR10140"
"2647","ES735972","ESR10141"
"2648","ES735972","ESR10142"
"2649","ES735972","ESR10143"
"2650","ES735973","ESR10102"
"2651","ES735973","ESR10103"
"2652","ES735973","ESR10104"
"2653","ES735973","ESR10105"
"2654","ES735973","ESR10106"
"2655","ES735973","ESR10107"
"2656","ES735973","ESR10108"
"2657","ES735973","ESR10109"
"2658","ES735973","ESR10110"
"2659","ES735973","ESR10111"
"2660","ES735973","ESR10112"
"2661","ES735973","ESR10113"
"2662","ES735973","ESR10114"
"2663","ES735973","ESR10115"
"2664","ES735973","ESR10116"
"2665","ES735973","ESR10117"
"2666","ES735973","ESR10118"
"2667","ES735973","ESR10119"
"2668","ES735973","ESR10120"
"2669","ES735973","ESR10121"
"2670","ES735973","ESR10122"
"2671","ES735973","ESR10123"
"2672","ES735973","ESR10124"
"2673","ES735973","ESR10125"
"2674","ES735973","ESR10126"
"2675","ES735973","ESR10127"
"2676","ES735973","ESR10128"
"2677","ES735973","ESR10129"
"2678","ES735973","ESR10130"
"2679","ES735973","ESR10131"
"2680","ES735973","ESR10132"
"2681","ES735973","ESR10133"
"2682","ES735973","ESR10134"
"2683","ES735973","ESR10135"
"2684","ES735973","ESR10136"
"2685","ES735973","ESR10137"
"2686","ES735973","ESR10138"
"2687","ES735973","ESR10139"
"2688","ES735973","ESR10140"
"2689","ES735973","ESR10141"
"2690","ES735973","ESR10142"
"2691","ES735973","ESR10143"
"2692","ES735974","ESR10102"
"2693","ES735974","ESR10103"
"2694","ES735974","ESR10104"
"2695","ES735974","ESR10105"
"2696","ES735974","ESR10106"
"2697","ES735974","ESR10107"
"2698","ES735974","ESR10108"
"2699","ES735974","ESR10109"
"2700","ES735974","ESR10110"
"2701","ES735974","ESR10111"
"2702","ES735974","ESR10112"
"2703","ES735974","ESR10113"
"2704","ES735974","ESR10114"
"2705","ES735974","ESR10115"
"2706","ES735974","ESR10116"
"2707","ES735974","ESR10117"
"2708","ES735974","ESR10118"
"2709","ES735974","ESR10119"
"2710","ES735974","ESR10120"
"2711","ES735974","ESR10121"
"2712","ES735974","ESR10122"
"2713","ES735974","ESR10123"
"2714","ES735974","ESR10124"
"2715","ES735974","ESR10125"
"2716","ES735974","ESR10126"
"2717","ES735974","ESR10127"
"2718","ES735974","ESR10128"
"2719","ES735974","ESR10129"
"2720","ES735974","ESR10130"
"2721","ES735974","ESR10131"
"2722","ES735974","ESR10132"
"2723","ES735974","ESR10133"
"2724","ES735974","ESR10134"
"2725","ES735974","ESR10135"
"2726","ES735974","ESR10136"
"2727","ES735974","ESR10137"
"2728","ES735974","ESR10138"
"2729","ES735974","ESR10139"
"2730","ES735974","ESR10140"
"2731","ES735974","ESR10141"
"2732","ES735974","ESR10142"
"2733","ES735974","ESR10143"
"2734","ES735975","ESR10102"
"2735","ES735975","ESR10103"
"2736","ES735975","ESR10104"
"2737","ES735975","ESR10105"
"2738","ES735975","ESR10106"
"2739","ES735975","ESR10107"
"2740","ES735975","ESR10108"
"2741","ES735975","ESR10109"
"2742","ES735975","ESR10110"
"2743","ES735975","ESR10111"
"2744","ES735975","ESR10112"
"2745","ES735975","ESR10113"
"2746","ES735975","ESR10114"
"2747","ES735975","ESR10115"
"2748","ES735975","ESR10116"
"2749","ES735975","ESR10117"
"2750","ES735975","ESR10118"
"2751","ES735975","ESR10119"
"2752","ES735975","ESR10120"
"2753","ES735975","ESR10121"
"2754","ES735975","ESR10122"
"2755","ES735975","ESR10123"
"2756","ES735975","ESR10124"
"2757","ES735975","ESR10125"
"2758","ES735975","ESR10126"
"2759","ES735975","ESR10127"
"2760","ES735975","ESR10128"
"2761","ES735975","ESR10129"
"2762","ES735975","ESR10130"
"2763","ES735975","ESR10131"
"2764","ES735975","ESR10132"
"2765","ES735975","ESR10133"
"2766","ES735975","ESR10134"
"2767","ES735975","ESR10135"
"2768","ES735975","ESR10136"
"2769","ES735975","ESR10137"
"2770","ES735975","ESR10138"
"2771","ES735975","ESR10139"
"2772","ES735975","ESR10140"
"2773","ES735975","ESR10141"
"2774","ES735975","ESR10142"
"2775","ES735975","ESR10143"
"2776","ES735976","ESR10102"
"2777","ES735976","ESR10103"
"2778","ES735976","ESR10104"
"2779","ES735976","ESR10105"
"2780","ES735976","ESR10106"
"2781","ES735976","ESR10107"
"2782","ES735976","ESR10108"
"2783","ES735976","ESR10109"
"2784","ES735976","ESR10110"
"2785","ES735976","ESR10111"
"2786","ES735976","ESR10112"
"2787","ES735976","ESR10113"
"2788","ES735976","ESR10114"
"2789","ES735976","ESR10115"
"2790","ES735976","ESR10116"
"2791","ES735976","ESR10117"
"2792","ES735976","ESR10118"
"2793","ES735976","ESR10119"
"2794","ES735976","ESR10120"
"2795","ES735976","ESR10121"
"2796","ES735976","ESR10122"
"2797","ES735976","ESR10123"
"2798","ES735976","ESR10124"
"2799","ES735976","ESR10125"
"2800","ES735976","ESR10126"
"2801","ES735976","ESR10127"
"2802","ES735976","ESR10128"
"2803","ES735976","ESR10129"
"2804","ES735976","ESR10130"
"2805","ES735976","ESR10131"
"2806","ES735976","ESR10132"
"2807","ES735976","ESR10133"
"2808","ES735976","ESR10134"
"2809","ES735976","ESR10135"
"2810","ES735976","ESR10136"
"2811","ES735976","ESR10137"
"2812","ES735976","ESR10138"
"2813","ES735976","ESR10139"
"2814","ES735976","ESR10140"
"2815","ES735976","ESR10141"
"2816","ES735976","ESR10142"
"2817","ES735976","ESR10143"
"2818","ES735977","ESR10102"
"2819","ES735977","ESR10103"
"2820","ES735977","ESR10104"
"2821","ES735977","ESR10105"
"2822","ES735977","ESR10106"
"2823","ES735977","ESR10107"
"2824","ES735977","ESR10108"
"2825","ES735977","ESR10109"
"2826","ES735977","ESR10110"
"2827","ES735977","ESR10111"
"2828","ES735977","ESR10112"
"2829","ES735977","ESR10113"
