"","EXPSAMPLE_ACCESSION","TREATMENT_ACCESSION"
"2856","ES755786","TRT870"
"2857","ES755787","TRT870"
"2858","ES755788","TRT870"
"2859","ES755789","TRT870"
"2860","ES755790","TRT870"
"2861","ES755791","TRT870"
"2862","ES755792","TRT870"
"2863","ES755793","TRT870"
"2864","ES755794","TRT870"
"2865","ES755795","TRT870"
"2866","ES755796","TRT870"
"2867","ES755797","TRT870"
"2868","ES755798","TRT870"
"2869","ES755799","TRT870"
"2870","ES755800","TRT870"
"2871","ES755801","TRT870"
"2872","ES755802","TRT870"
"2873","ES755803","TRT870"
"2874","ES755804","TRT870"
"2875","ES755805","TRT870"
"2876","ES755806","TRT870"
"2877","ES755807","TRT870"
"2878","ES755808","TRT870"
"2879","ES755809","TRT870"
"2880","ES755810","TRT870"
"2881","ES755811","TRT870"
"2882","ES755812","TRT870"
"2883","ES755813","TRT870"
"2884","ES755814","TRT870"
"2885","ES755815","TRT870"
"2886","ES755816","TRT870"
"2887","ES755817","TRT870"
"2888","ES755818","TRT870"
"2889","ES755819","TRT870"
"2890","ES755820","TRT870"
"2891","ES755821","TRT870"
"2892","ES755822","TRT870"
"2893","ES755823","TRT870"
"2894","ES755824","TRT870"
"2895","ES755825","TRT870"
"2896","ES755826","TRT870"
"2897","ES755827","TRT870"
"2898","ES755828","TRT870"
"2899","ES755829","TRT870"
"2900","ES755830","TRT870"
"2901","ES755831","TRT870"
"2902","ES755832","TRT870"
"2903","ES755833","TRT870"
"2904","ES755834","TRT870"
"2905","ES755835","TRT870"
"2906","ES755836","TRT870"
"2907","ES755837","TRT870"
"2908","ES755838","TRT870"
"2909","ES755839","TRT870"
"2910","ES755840","TRT870"
"2911","ES755841","TRT870"
"2912","ES755842","TRT870"
"2913","ES755843","TRT870"
"2914","ES755844","TRT870"
"2915","ES755845","TRT870"
"2916","ES755846","TRT870"
"2917","ES755847","TRT870"
"2918","ES755848","TRT870"
"2919","ES755849","TRT870"
"2920","ES755850","TRT870"
"2921","ES755851","TRT870"
"2922","ES755852","TRT870"
"2923","ES755853","TRT870"
"2924","ES755854","TRT870"
"2925","ES755855","TRT870"
"2926","ES755856","TRT870"
"2927","ES755857","TRT870"
"2928","ES755858","TRT870"
"2929","ES755859","TRT870"
"2930","ES755860","TRT870"
"2931","ES755861","TRT870"
"2932","ES755862","TRT870"
"2933","ES755863","TRT870"
"2934","ES755864","TRT870"
"2935","ES755865","TRT870"
"2936","ES755866","TRT870"
"2937","ES755867","TRT870"
"2938","ES755868","TRT870"
"2939","ES755869","TRT870"
"2940","ES755870","TRT870"
"2941","ES755871","TRT870"
"2942","ES755872","TRT870"
"2943","ES755873","TRT870"
"2944","ES755874","TRT870"
"2945","ES755875","TRT870"
"2946","ES755876","TRT870"
"2947","ES755877","TRT870"
"2948","ES755878","TRT870"
"2949","ES755879","TRT870"
"2950","ES755880","TRT870"
"2951","ES755881","TRT870"
"2952","ES755882","TRT870"
"2953","ES755883","TRT870"
"2954","ES755884","TRT870"
"2955","ES755885","TRT870"
"2956","ES755886","TRT870"
"2957","ES755887","TRT870"
"2958","ES755888","TRT870"
"2959","ES755889","TRT870"
"2960","ES755890","TRT870"
"2961","ES755891","TRT870"
"2962","ES755892","TRT870"
"2963","ES755893","TRT870"
"2964","ES755894","TRT870"
"2965","ES755895","TRT870"
"2966","ES755896","TRT870"
"2967","ES755897","TRT870"
"2968","ES755898","TRT870"
"2969","ES755899","TRT870"
"2970","ES755900","TRT870"
"2971","ES755901","TRT870"
"2972","ES755902","TRT870"
"2973","ES755903","TRT870"
"2974","ES755904","TRT870"
"2975","ES755905","TRT870"
"2976","ES755906","TRT870"
"2977","ES755907","TRT870"
"2978","ES755908","TRT870"
"2979","ES755909","TRT870"
"2980","ES755910","TRT870"
"2981","ES755911","TRT870"
"2982","ES755912","TRT870"
"2983","ES755913","TRT870"
"2984","ES755914","TRT870"
"2985","ES755915","TRT870"
"2986","ES755916","TRT870"
"2987","ES755917","TRT870"
"2988","ES755918","TRT870"
"2989","ES755919","TRT870"
"2990","ES755920","TRT870"
"2991","ES755921","TRT870"
"2992","ES755922","TRT870"
"2993","ES755923","TRT870"
"2994","ES755924","TRT870"
"2995","ES755925","TRT870"
"2996","ES755926","TRT870"
"2997","ES755927","TRT870"
"2998","ES755928","TRT870"
"2999","ES755929","TRT870"
"3000","ES755930","TRT870"
"3001","ES755931","TRT870"
"3002","ES755932","TRT870"
"3003","ES755933","TRT870"
"3004","ES755934","TRT870"
"3005","ES755935","TRT870"
"3006","ES755936","TRT870"
"3007","ES755937","TRT870"
"3008","ES755938","TRT870"
"3009","ES755939","TRT870"
"3010","ES755940","TRT870"
"3011","ES755941","TRT870"
"3012","ES755942","TRT870"
"3013","ES755943","TRT870"
"3014","ES755944","TRT870"
"3015","ES755945","TRT870"
"3016","ES755946","TRT870"
"3017","ES755947","TRT870"
"3018","ES755948","TRT870"
"3019","ES755949","TRT870"
"3020","ES755950","TRT870"
"3021","ES755951","TRT870"
"3022","ES755952","TRT870"
"3023","ES755953","TRT870"
"3024","ES755954","TRT870"
"3025","ES755955","TRT870"
"3026","ES755956","TRT870"
"3027","ES755957","TRT870"
"3028","ES755958","TRT870"
"3029","ES755959","TRT870"
"3030","ES755960","TRT870"
"3031","ES755961","TRT870"
"3032","ES755962","TRT870"
"3033","ES755963","TRT870"
"3034","ES755964","TRT870"
"3035","ES755965","TRT870"
"3036","ES755966","TRT870"
"3037","ES755967","TRT870"
"3038","ES755968","TRT870"
"3039","ES755969","TRT870"
"3040","ES755970","TRT870"
"3041","ES755971","TRT870"
"3042","ES755972","TRT870"
"3043","ES755973","TRT870"
"3044","ES755974","TRT870"
"3045","ES755975","TRT870"
"3046","ES755976","TRT870"
"3047","ES755977","TRT870"
"3048","ES755978","TRT870"
"3049","ES760813","TRT990"
"3050","ES760814","TRT990"
"3051","ES760815","TRT990"
"3052","ES760816","TRT990"
"3053","ES760817","TRT990"
"3054","ES760818","TRT990"
"3055","ES760819","TRT990"
"3056","ES760820","TRT990"
"3057","ES760821","TRT990"
"3058","ES760822","TRT990"
"3059","ES760823","TRT990"
"3060","ES760824","TRT990"
"3061","ES760825","TRT990"
"3062","ES760826","TRT990"
"3063","ES760827","TRT990"
"3064","ES760828","TRT990"
"3065","ES760829","TRT990"
"3066","ES760830","TRT990"
"3067","ES760831","TRT990"
"3068","ES760832","TRT990"
"3069","ES760833","TRT990"
"3070","ES760834","TRT990"
"3071","ES760835","TRT990"
"3072","ES760836","TRT990"
"3073","ES760837","TRT990"
"3074","ES760838","TRT990"
"3075","ES760839","TRT990"
"3076","ES760840","TRT990"
"3077","ES760841","TRT990"
"3078","ES760842","TRT990"
"3079","ES760843","TRT990"
"3080","ES760844","TRT990"
"3081","ES760845","TRT990"
"3082","ES760846","TRT990"
"3083","ES760847","TRT990"
"3084","ES760848","TRT990"
"3085","ES760849","TRT990"
"3086","ES760850","TRT990"
"3087","ES760851","TRT990"
"3088","ES760852","TRT990"
"3089","ES760853","TRT990"
"3090","ES760854","TRT990"
"3091","ES760855","TRT990"
"3092","ES760856","TRT990"
"3093","ES760857","TRT990"
"3094","ES760858","TRT990"
"3095","ES760859","TRT990"
"3096","ES760860","TRT990"
"3097","ES760861","TRT990"
"3098","ES760862","TRT990"
"3099","ES760863","TRT990"
"3100","ES760864","TRT990"
"3101","ES760865","TRT990"
"3102","ES760866","TRT990"
"3103","ES760867","TRT990"
"3104","ES760868","TRT990"
"3105","ES760869","TRT990"
"3106","ES760870","TRT990"
"3107","ES760871","TRT990"
"3108","ES760872","TRT990"
"3109","ES760873","TRT990"
"3110","ES760874","TRT990"
"3111","ES760875","TRT990"
"3112","ES760876","TRT990"
"3113","ES760877","TRT990"
"3114","ES760878","TRT990"
"3115","ES760879","TRT990"
"3116","ES760880","TRT990"
"3117","ES760881","TRT990"
"3118","ES760882","TRT990"
"3119","ES760883","TRT990"
"3120","ES760884","TRT990"
"3121","ES760885","TRT990"
"3122","ES760886","TRT990"
"3123","ES760887","TRT990"
"3124","ES760888","TRT990"
"3125","ES760889","TRT990"
"3126","ES760890","TRT990"
"3127","ES760891","TRT990"
"3128","ES760892","TRT990"
"3129","ES760893","TRT990"
"3130","ES760894","TRT990"
"3131","ES760895","TRT990"
"3132","ES760896","TRT990"
"3133","ES760897","TRT990"
"3134","ES760898","TRT990"
"3135","ES760899","TRT990"
"3136","ES760900","TRT990"
"3137","ES760901","TRT990"
"3138","ES823413","TRT1715"
"3139","ES823414","TRT1715"
"3140","ES823415","TRT1715"
"3141","ES823416","TRT1715"
"3142","ES823417","TRT1715"
"3143","ES823418","TRT1715"
"3144","ES823419","TRT1715"
"3145","ES823420","TRT1715"
"3146","ES823421","TRT1715"
"3147","ES823422","TRT1715"
"3148","ES823423","TRT1715"
"3149","ES823424","TRT1715"
"3150","ES823425","TRT1715"
"3151","ES823426","TRT1715"
"3152","ES823427","TRT1715"
"3153","ES823428","TRT1715"
"3154","ES823429","TRT1715"
"3155","ES823430","TRT1715"
