"","EXPSAMPLE_ACCESSION","TREATMENT_ACCESSION"
"994","ES753912","TRT870"
"995","ES753913","TRT870"
"996","ES753914","TRT870"
"997","ES753915","TRT870"
"998","ES753916","TRT870"
"999","ES753917","TRT870"
"1000","ES753918","TRT870"
"1001","ES753919","TRT870"
"1002","ES753920","TRT870"
"1003","ES753921","TRT870"
"1004","ES753922","TRT870"
"1005","ES753923","TRT870"
"1006","ES753924","TRT870"
"1007","ES753925","TRT870"
"1008","ES753926","TRT870"
"1009","ES753927","TRT870"
"1010","ES753928","TRT870"
"1011","ES753929","TRT870"
"1012","ES753930","TRT870"
"1013","ES753931","TRT870"
"1014","ES753932","TRT870"
"1015","ES753933","TRT870"
"1016","ES753934","TRT870"
"1017","ES753935","TRT870"
"1018","ES753936","TRT870"
"1019","ES753937","TRT870"
"1020","ES753938","TRT870"
"1021","ES753939","TRT870"
"1022","ES753940","TRT870"
"1023","ES753941","TRT870"
"1024","ES753942","TRT870"
"1025","ES753943","TRT870"
"1026","ES753944","TRT870"
"1027","ES753945","TRT870"
"1028","ES753946","TRT870"
"1029","ES753947","TRT870"
"1030","ES753948","TRT870"
"1031","ES753949","TRT870"
"1032","ES753950","TRT870"
"1033","ES753951","TRT870"
"1034","ES753952","TRT870"
"1035","ES753953","TRT870"
"1036","ES753954","TRT870"
"1037","ES753955","TRT870"
"1038","ES753956","TRT870"
"1039","ES753957","TRT870"
"1040","ES753958","TRT870"
"1041","ES753959","TRT870"
"1042","ES753960","TRT870"
"1043","ES753961","TRT870"
"1044","ES753962","TRT870"
"1045","ES753963","TRT870"
"1046","ES753964","TRT870"
"1047","ES753965","TRT870"
"1048","ES753966","TRT870"
"1049","ES753967","TRT870"
"1050","ES753968","TRT870"
"1051","ES753969","TRT870"
"1052","ES753970","TRT870"
"1053","ES753971","TRT870"
"1054","ES753972","TRT870"
"1055","ES753973","TRT870"
"1056","ES753974","TRT870"
"1057","ES753975","TRT870"
"1058","ES753976","TRT870"
"1059","ES753977","TRT870"
"1060","ES753978","TRT870"
"1061","ES753979","TRT870"
"1062","ES753980","TRT870"
"1063","ES753981","TRT870"
"1064","ES753982","TRT870"
"1065","ES753983","TRT870"
"1066","ES753984","TRT870"
"1067","ES753985","TRT870"
"1068","ES753986","TRT870"
"1069","ES753987","TRT870"
"1070","ES753988","TRT870"
"1071","ES753989","TRT870"
"1072","ES753990","TRT870"
"1073","ES753991","TRT870"
"1074","ES753992","TRT870"
"1075","ES753993","TRT870"
"1076","ES753994","TRT870"
"1077","ES753995","TRT870"
"1078","ES753996","TRT870"
"1079","ES753997","TRT870"
"1080","ES753998","TRT870"
"1081","ES753999","TRT870"
"1082","ES754000","TRT870"
"1083","ES754001","TRT870"
"1084","ES754002","TRT870"
"1085","ES754003","TRT870"
"1086","ES754004","TRT870"
"1087","ES754005","TRT870"
"1088","ES754006","TRT870"
"1089","ES754007","TRT870"
"1090","ES754008","TRT870"
"1091","ES754009","TRT870"
"1092","ES754010","TRT870"
"1093","ES754011","TRT870"
"1094","ES754012","TRT870"
"1095","ES754013","TRT870"
"1096","ES754014","TRT870"
"1097","ES754015","TRT870"
"1098","ES754016","TRT870"
"1099","ES754017","TRT870"
"1100","ES754018","TRT870"
"1101","ES754019","TRT870"
"1102","ES754020","TRT870"
"1103","ES754021","TRT870"
"1104","ES754022","TRT870"
"1105","ES754023","TRT870"
"1106","ES754024","TRT870"
"1107","ES754025","TRT870"
"1108","ES754026","TRT870"
"1109","ES754027","TRT870"
"1110","ES754028","TRT870"
"1111","ES754029","TRT870"
"1112","ES754030","TRT870"
"1113","ES754031","TRT870"
"1114","ES754032","TRT870"
"1115","ES754033","TRT870"
"1116","ES754034","TRT870"
"1117","ES754035","TRT870"
"1118","ES754036","TRT870"
"1119","ES754037","TRT870"
"1120","ES754038","TRT870"
"1121","ES754039","TRT870"
"1122","ES754040","TRT870"
"1123","ES754041","TRT870"
"1124","ES754042","TRT870"
"1125","ES754043","TRT870"
"1126","ES754044","TRT870"
"1127","ES754045","TRT870"
"1128","ES754046","TRT870"
"1129","ES754047","TRT870"
"1130","ES754048","TRT870"
"1131","ES754049","TRT870"
"1132","ES754050","TRT870"
"1133","ES754051","TRT870"
"1134","ES754052","TRT870"
"1135","ES754053","TRT870"
"1136","ES754054","TRT870"
"1137","ES754055","TRT870"
"1138","ES754056","TRT870"
"1139","ES754057","TRT870"
"1140","ES754058","TRT870"
"1141","ES754059","TRT870"
"1142","ES754060","TRT870"
"1143","ES754061","TRT870"
"1144","ES754062","TRT870"
"1145","ES754063","TRT870"
"1146","ES754064","TRT870"
"1147","ES754065","TRT870"
"1148","ES754066","TRT870"
"1149","ES754067","TRT870"
"1150","ES754068","TRT870"
"1151","ES754069","TRT870"
"1152","ES754070","TRT870"
"1153","ES754071","TRT870"
"1154","ES754072","TRT870"
"1155","ES754085","TRT870"
"1156","ES754086","TRT870"
"1157","ES754087","TRT870"
"1158","ES754088","TRT870"
"1159","ES754089","TRT870"
"1160","ES754090","TRT870"
"1161","ES754091","TRT870"
"1162","ES754092","TRT870"
"1163","ES754093","TRT870"
"1164","ES754094","TRT870"
"1165","ES754095","TRT870"
"1166","ES754096","TRT870"
"1167","ES754097","TRT870"
"1168","ES754098","TRT870"
"1169","ES754099","TRT870"
"1170","ES754100","TRT870"
"1171","ES754101","TRT870"
"1172","ES754102","TRT870"
"1173","ES754103","TRT870"
"1174","ES754104","TRT870"
"1175","ES754105","TRT870"
"1176","ES754106","TRT870"
"1177","ES754107","TRT870"
"1178","ES754108","TRT870"
"1179","ES754109","TRT870"
"1180","ES754110","TRT870"
"1181","ES754111","TRT870"
"1182","ES754112","TRT870"
"1183","ES754113","TRT870"
"1184","ES754114","TRT870"
"1185","ES754115","TRT870"
"1186","ES754116","TRT870"
"1187","ES754117","TRT870"
"1188","ES754118","TRT870"
"1189","ES754119","TRT870"
"1190","ES754120","TRT870"
"1191","ES754121","TRT870"
"1192","ES754122","TRT870"
"1193","ES754123","TRT870"
"1194","ES754124","TRT870"
"1195","ES754125","TRT870"
"1196","ES754126","TRT870"
"1197","ES754127","TRT870"
"1198","ES754128","TRT870"
"1199","ES754129","TRT870"
"1200","ES754130","TRT870"
"1201","ES754131","TRT870"
"1202","ES754132","TRT870"
"1203","ES754133","TRT870"
"1204","ES754134","TRT870"
"1205","ES754135","TRT870"
"1206","ES754136","TRT870"
"1207","ES754137","TRT870"
"1208","ES754138","TRT870"
"1209","ES754139","TRT870"
"1210","ES754140","TRT870"
"1211","ES754141","TRT870"
"1212","ES754142","TRT870"
"1213","ES754143","TRT870"
"1214","ES754144","TRT870"
"1215","ES754145","TRT870"
"1216","ES754146","TRT870"
"1217","ES754147","TRT870"
"1218","ES754148","TRT870"
"1219","ES754149","TRT870"
"1220","ES754150","TRT870"
"1221","ES754151","TRT870"
"1222","ES754152","TRT870"
"1223","ES754153","TRT870"
"1224","ES754154","TRT870"
"1225","ES754155","TRT870"
"1226","ES754156","TRT870"
"1227","ES754157","TRT870"
"1228","ES754158","TRT870"
"1229","ES754159","TRT870"
"1230","ES754160","TRT870"
"1231","ES754161","TRT870"
"1232","ES754162","TRT870"
"1233","ES754163","TRT870"
"1234","ES754164","TRT870"
"1235","ES754165","TRT870"
"1236","ES754166","TRT870"
"1237","ES754167","TRT870"
"1238","ES754168","TRT870"
"1239","ES754169","TRT870"
"1240","ES754170","TRT870"
"1241","ES754171","TRT870"
"1242","ES754172","TRT870"
"1243","ES754173","TRT870"
"1244","ES754174","TRT870"
"1245","ES754175","TRT870"
"1246","ES754176","TRT870"
"1247","ES754177","TRT870"
"1248","ES754178","TRT870"
"1249","ES754179","TRT870"
"1250","ES754180","TRT870"
"1251","ES754181","TRT870"
"1252","ES754182","TRT870"
"1253","ES754183","TRT870"
"1254","ES754184","TRT870"
"1255","ES754185","TRT870"
"1256","ES754186","TRT870"
"1257","ES754187","TRT870"
"1258","ES754188","TRT870"
"1259","ES754189","TRT870"
"1260","ES754190","TRT870"
"1261","ES754191","TRT870"
"1262","ES754192","TRT870"
"1263","ES754193","TRT870"
"1264","ES754194","TRT870"
"1265","ES754195","TRT870"
"1266","ES754196","TRT870"
"1267","ES754197","TRT870"
"1268","ES754198","TRT870"
"1269","ES754199","TRT870"
"1270","ES754200","TRT870"
"1271","ES754201","TRT870"
"1272","ES754202","TRT870"
"1273","ES754203","TRT870"
"1274","ES754204","TRT870"
"1275","ES754205","TRT870"
"1276","ES754206","TRT870"
"1277","ES754207","TRT870"
"1278","ES754208","TRT870"
"1279","ES754209","TRT870"
"1280","ES754210","TRT870"
"1281","ES754211","TRT870"
"1282","ES754212","TRT870"
"1283","ES754213","TRT870"
"1284","ES754214","TRT870"
"1285","ES754215","TRT870"
"1286","ES754216","TRT870"
"1287","ES754217","TRT870"
"1288","ES754218","TRT870"
"1289","ES754219","TRT870"
"1290","ES754220","TRT870"
"1291","ES754221","TRT870"
"1292","ES754222","TRT870"
"1293","ES754223","TRT870"
"1294","ES754224","TRT870"
"1295","ES754225","TRT870"
"1296","ES754226","TRT870"
"1297","ES754227","TRT870"
"1298","ES754228","TRT870"
"1299","ES754229","TRT870"
"1300","ES754230","TRT870"
"1301","ES754231","TRT870"
"1302","ES754232","TRT870"
"1303","ES754233","TRT870"
"1304","ES754234","TRT870"
"1305","ES754235","TRT870"
"1306","ES754236","TRT870"
"1307","ES754237","TRT870"
"1308","ES754238","TRT870"
"1309","ES754239","TRT870"
"1310","ES754240","TRT870"
"1311","ES754241","TRT870"
"1312","ES754242","TRT870"
"1313","ES754243","TRT870"
"1314","ES754244","TRT870"
"1315","ES754245","TRT870"
"1316","ES754246","TRT870"
"1317","ES754247","TRT870"
"1318","ES754248","TRT870"
"1319","ES754249","TRT870"
"1320","ES754250","TRT870"
"1321","ES754251","TRT870"
"1322","ES754252","TRT870"
"1323","ES754253","TRT870"
"1324","ES754254","TRT870"
"1325","ES754255","TRT870"
"1326","ES754256","TRT870"
"1327","ES754257","TRT870"
"1328","ES754258","TRT870"
"1329","ES754259","TRT870"
"1330","ES754260","TRT870"
"1331","ES754261","TRT870"
"1332","ES754262","TRT870"
"1333","ES754263","TRT870"
"1334","ES754264","TRT870"
"1335","ES754265","TRT870"
"1336","ES754266","TRT870"
"1337","ES754267","TRT870"
"1338","ES754268","TRT870"
"1339","ES754269","TRT870"
"1340","ES754270","TRT870"
"1341","ES754271","TRT870"
"1342","ES754272","TRT870"
"1343","ES754273","TRT870"
"1344","ES754274","TRT870"
"1345","ES754275","TRT870"
"1346","ES754276","TRT870"
"1347","ES754277","TRT870"
"1348","ES754278","TRT870"
"1349","ES754279","TRT870"
"1350","ES754280","TRT870"
"1351","ES754281","TRT870"
"1352","ES754282","TRT870"
"1353","ES754283","TRT870"
"1354","ES754284","TRT870"
"1355","ES754285","TRT870"
"1356","ES754286","TRT870"
"1357","ES754287","TRT870"
"1358","ES754288","TRT870"
"1359","ES754289","TRT870"
"1360","ES754290","TRT870"
"1361","ES754291","TRT870"
"1362","ES754292","TRT870"
"1363","ES754293","TRT870"
"1364","ES754294","TRT870"
"1365","ES754295","TRT870"
"1366","ES754296","TRT870"
"1367","ES754297","TRT870"
"1368","ES754298","TRT870"
"1369","ES754299","TRT870"
"1370","ES754300","TRT870"
"1371","ES754301","TRT870"
"1372","ES754302","TRT870"
"1373","ES754303","TRT870"
"1374","ES754304","TRT870"
"1375","ES754305","TRT870"
"1376","ES754306","TRT870"
"1377","ES754307","TRT870"
"1378","ES754308","TRT870"
"1379","ES754309","TRT870"
"1380","ES754310","TRT870"
"1381","ES754311","TRT870"
"1382","ES754312","TRT870"
"1383","ES754313","TRT870"
"1384","ES754314","TRT870"
"1385","ES754315","TRT870"
"1386","ES754316","TRT870"
"1387","ES754317","TRT870"
"1388","ES754318","TRT870"
"1389","ES754319","TRT870"
"1390","ES754320","TRT870"
"1391","ES754321","TRT870"
"1392","ES754322","TRT870"
"1393","ES754323","TRT870"
"1394","ES754324","TRT870"
"1395","ES754325","TRT870"
"1396","ES754326","TRT870"
"1397","ES754327","TRT870"
"1398","ES754328","TRT870"
"1399","ES754329","TRT870"
"1400","ES754330","TRT870"
"1401","ES754331","TRT870"
"1402","ES754332","TRT870"
"1403","ES754333","TRT870"
"1404","ES754334","TRT870"
"1405","ES754335","TRT870"
"1406","ES754336","TRT870"
"1407","ES754337","TRT870"
"1408","ES754338","TRT870"
"1409","ES754339","TRT870"
"1410","ES754340","TRT870"
"1411","ES754341","TRT870"
"1412","ES754342","TRT870"
"1413","ES754343","TRT870"
"1414","ES754344","TRT870"
"1415","ES754345","TRT870"
"1416","ES754346","TRT870"
"1417","ES754347","TRT870"
"1418","ES754348","TRT870"
"1419","ES754349","TRT870"
"1420","ES754350","TRT870"
"1421","ES754351","TRT870"
"1422","ES754352","TRT870"
"1423","ES754353","TRT870"
"1424","ES754354","TRT870"
"1425","ES754355","TRT870"
"1426","ES754356","TRT870"
"1427","ES754357","TRT870"
"1428","ES754358","TRT870"
"1429","ES754359","TRT870"
"1430","ES754360","TRT870"
"1431","ES754361","TRT870"
"1432","ES754362","TRT870"
"1433","ES754363","TRT870"
"1434","ES754364","TRT870"
"1435","ES754365","TRT870"
"1436","ES754366","TRT870"
"1437","ES754367","TRT870"
"1438","ES754368","TRT870"
"1439","ES754369","TRT870"
"1440","ES754370","TRT870"
"1441","ES754371","TRT870"
"1442","ES754372","TRT870"
"1443","ES754373","TRT870"
"1444","ES754374","TRT870"
"1445","ES754375","TRT870"
"1446","ES754376","TRT870"
"1447","ES754377","TRT870"
"1448","ES754378","TRT870"
"1449","ES754379","TRT870"
"1450","ES754380","TRT870"
"1451","ES754381","TRT870"
"1452","ES754382","TRT870"
"1453","ES754383","TRT870"
"1454","ES754384","TRT870"
"1455","ES754385","TRT870"
"1456","ES754386","TRT870"
"1457","ES754387","TRT870"
"1458","ES754388","TRT870"
"1459","ES754389","TRT870"
"1460","ES754390","TRT870"
"1461","ES754391","TRT870"
"1462","ES754392","TRT870"
"1463","ES754393","TRT870"
"1464","ES754394","TRT870"
"1465","ES754395","TRT870"
"1466","ES754396","TRT870"
"1467","ES754397","TRT870"
"1468","ES754398","TRT870"
"1469","ES754399","TRT870"
"1470","ES754400","TRT870"
"1471","ES754401","TRT870"
"1472","ES754402","TRT870"
"1473","ES754403","TRT870"
"1474","ES754404","TRT870"
"1475","ES754405","TRT870"
"1476","ES754406","TRT870"
"1477","ES754407","TRT870"
"1478","ES754408","TRT870"
"1479","ES754409","TRT870"
"1480","ES754410","TRT870"
"1481","ES754411","TRT870"
"1482","ES754412","TRT870"
"1483","ES754413","TRT870"
"1484","ES754414","TRT870"
"1485","ES754415","TRT870"
"1486","ES754416","TRT870"
"1487","ES754417","TRT870"
"1488","ES754418","TRT870"
"1489","ES754419","TRT870"
"1490","ES754420","TRT870"
"1491","ES754421","TRT870"
"1492","ES754422","TRT870"
"1493","ES754423","TRT870"
"1494","ES754424","TRT870"
"1495","ES754425","TRT870"
"1496","ES754426","TRT870"
"1497","ES754427","TRT870"
"1498","ES754428","TRT870"
"1499","ES754429","TRT870"
"1500","ES754430","TRT870"
"1501","ES754431","TRT870"
"1502","ES754432","TRT870"
"1503","ES754433","TRT870"
"1504","ES754434","TRT870"
"1505","ES754435","TRT870"
"1506","ES754436","TRT870"
"1507","ES754437","TRT870"
"1508","ES754438","TRT870"
"1509","ES754439","TRT870"
"1510","ES754440","TRT870"
"1511","ES754441","TRT870"
"1512","ES754442","TRT870"
"1513","ES754443","TRT870"
"1514","ES754444","TRT870"
"1515","ES754445","TRT870"
"1516","ES754446","TRT870"
"1517","ES754447","TRT870"
"1518","ES754448","TRT870"
"1519","ES754449","TRT870"
"1520","ES754450","TRT870"
"1521","ES754451","TRT870"
"1522","ES754452","TRT870"
"1523","ES754453","TRT870"
"1524","ES754454","TRT870"
"1525","ES754455","TRT870"
"1526","ES754456","TRT870"
"1527","ES754457","TRT870"
"1528","ES754458","TRT870"
"1529","ES754459","TRT870"
"1530","ES754460","TRT870"
"1531","ES754461","TRT870"
"1532","ES754462","TRT870"
"1533","ES754463","TRT870"
"1534","ES754464","TRT870"
"1535","ES754465","TRT870"
"1536","ES754466","TRT870"
"1537","ES754467","TRT870"
"1538","ES754468","TRT870"
"1539","ES754469","TRT870"
"1540","ES754470","TRT870"
"1541","ES754471","TRT870"
"1542","ES754472","TRT870"
"1543","ES754473","TRT870"
"1544","ES754474","TRT870"
"1545","ES754475","TRT870"
"1546","ES754476","TRT870"
"1547","ES754477","TRT870"
"1548","ES754478","TRT870"
"1549","ES754479","TRT870"
"1550","ES754480","TRT870"
"1551","ES754481","TRT870"
"1552","ES754482","TRT870"
"1553","ES754483","TRT870"
"1554","ES754484","TRT870"
"1555","ES754485","TRT870"
"1556","ES754486","TRT870"
"1557","ES754487","TRT870"
"1558","ES754488","TRT870"
"1559","ES754489","TRT870"
"1560","ES754490","TRT870"
"1561","ES754491","TRT870"
"1562","ES754492","TRT870"
"1563","ES754493","TRT870"
"1564","ES754494","TRT870"
"1565","ES754495","TRT870"
"1566","ES754496","TRT870"
"1567","ES754497","TRT870"
"1568","ES754498","TRT870"
"1569","ES754499","TRT870"
"1570","ES754500","TRT870"
"1571","ES754501","TRT870"
"1572","ES754502","TRT870"
"1573","ES754503","TRT870"
"1574","ES754504","TRT870"
"1575","ES754505","TRT870"
"1576","ES754506","TRT870"
"1577","ES754507","TRT870"
"1578","ES754508","TRT870"
"1579","ES754509","TRT870"
"1580","ES754510","TRT870"
"1581","ES754511","TRT870"
"1582","ES754512","TRT870"
"1583","ES754513","TRT870"
"1584","ES754514","TRT870"
"1585","ES754515","TRT870"
"1586","ES754516","TRT870"
"1587","ES754517","TRT870"
"1588","ES754518","TRT870"
"1589","ES754519","TRT870"
"1590","ES754520","TRT870"
"1591","ES754521","TRT870"
"1592","ES754522","TRT870"
"1593","ES754523","TRT870"
"1594","ES754524","TRT870"
"1595","ES754525","TRT870"
"1596","ES754526","TRT870"
"1597","ES754527","TRT870"
"1598","ES754528","TRT870"
"1599","ES754529","TRT870"
"1600","ES754530","TRT870"
"1601","ES754531","TRT870"
"1602","ES754532","TRT870"
"1603","ES754533","TRT870"
"1604","ES754534","TRT870"
"1605","ES754535","TRT870"
"1606","ES754536","TRT870"
"1607","ES754537","TRT870"
"1608","ES754538","TRT870"
"1609","ES754539","TRT870"
"1610","ES754540","TRT870"
"1611","ES754541","TRT870"
"1612","ES754542","TRT870"
"1613","ES754543","TRT870"
"1614","ES754544","TRT870"
"1615","ES754545","TRT870"
"1616","ES754546","TRT870"
"1617","ES754547","TRT870"
"1618","ES754548","TRT870"
"1619","ES754549","TRT870"
"1620","ES754550","TRT870"
"1621","ES754551","TRT870"
"1622","ES754552","TRT870"
"1623","ES754553","TRT870"
"1624","ES754554","TRT870"
"1625","ES754555","TRT870"
"1626","ES754556","TRT870"
"1627","ES754557","TRT870"
"1628","ES754558","TRT870"
"1629","ES754559","TRT870"
"1630","ES754560","TRT870"
"1631","ES754561","TRT870"
"1632","ES754562","TRT870"
"1633","ES754563","TRT870"
"1634","ES754564","TRT870"
"1635","ES754565","TRT870"
"1636","ES754566","TRT870"
"1637","ES754567","TRT870"
"1638","ES754568","TRT870"
"1639","ES754569","TRT870"
"1640","ES754570","TRT870"
"1641","ES754571","TRT870"
"1642","ES754572","TRT870"
"1643","ES754573","TRT870"
"1644","ES754574","TRT870"
"1645","ES754575","TRT870"
"1646","ES754576","TRT870"
"1647","ES754577","TRT870"
"1648","ES754578","TRT870"
"1649","ES754579","TRT870"
"1650","ES754580","TRT870"
"1651","ES754581","TRT870"
"1652","ES754582","TRT870"
"1653","ES754583","TRT870"
"1654","ES754584","TRT870"
"1655","ES754585","TRT870"
"1656","ES754586","TRT870"
"1657","ES754587","TRT870"
"1658","ES754588","TRT870"
"1659","ES754589","TRT870"
"1660","ES754590","TRT870"
"1661","ES754591","TRT870"
"1662","ES754592","TRT870"
"1663","ES754593","TRT870"
"1664","ES754594","TRT870"
"1665","ES754595","TRT870"
"1666","ES754596","TRT870"
"1667","ES754597","TRT870"
"1668","ES754598","TRT870"
"1669","ES754599","TRT870"
"1670","ES754600","TRT870"
"1671","ES754601","TRT870"
"1672","ES754602","TRT870"
"1673","ES754603","TRT870"
"1674","ES754604","TRT870"
"1675","ES754605","TRT870"
"1676","ES754606","TRT870"
"1677","ES754607","TRT870"
"1678","ES754608","TRT870"
"1679","ES754609","TRT870"
"1680","ES754610","TRT870"
"1681","ES754611","TRT870"
"1682","ES754612","TRT870"
"1683","ES754613","TRT870"
"1684","ES754614","TRT870"
"1685","ES754615","TRT870"
"1686","ES754616","TRT870"
"1687","ES754617","TRT870"
"1688","ES754618","TRT870"
"1689","ES754619","TRT870"
"1690","ES754620","TRT870"
"1691","ES754621","TRT870"
"1692","ES754622","TRT870"
"1693","ES754623","TRT870"
"1694","ES754624","TRT870"
"1695","ES754625","TRT870"
"1696","ES754626","TRT870"
"1697","ES754627","TRT870"
"1698","ES754628","TRT870"
"1699","ES754629","TRT870"
"1700","ES754630","TRT870"
"1701","ES754631","TRT870"
"1702","ES754632","TRT870"
"1703","ES754633","TRT870"
"1704","ES754634","TRT870"
"1705","ES754635","TRT870"
"1706","ES754636","TRT870"
"1707","ES754637","TRT870"
"1708","ES754638","TRT870"
"1709","ES754639","TRT870"
"1710","ES754640","TRT870"
"1711","ES754641","TRT870"
"1712","ES754642","TRT870"
"1713","ES754643","TRT870"
"1714","ES754644","TRT870"
"1715","ES754645","TRT870"
"1716","ES754646","TRT870"
"1717","ES754647","TRT870"
"1718","ES754648","TRT870"
"1719","ES754649","TRT870"
"1720","ES754650","TRT870"
"1721","ES754651","TRT870"
"1722","ES754652","TRT870"
"1723","ES754653","TRT870"
"1724","ES754654","TRT870"
"1725","ES754655","TRT870"
"1726","ES754656","TRT870"
"1727","ES754657","TRT870"
"1728","ES754658","TRT870"
"1729","ES754659","TRT870"
"1730","ES754660","TRT870"
"1731","ES754661","TRT870"
"1732","ES754662","TRT870"
"1733","ES754663","TRT870"
"1734","ES754664","TRT870"
"1735","ES754665","TRT870"
"1736","ES754666","TRT870"
"1737","ES754667","TRT870"
"1738","ES754668","TRT870"
"1739","ES754669","TRT870"
"1740","ES754670","TRT870"
"1741","ES754671","TRT870"
"1742","ES754672","TRT870"
"1743","ES754673","TRT870"
"1744","ES754674","TRT870"
"1745","ES754675","TRT870"
"1746","ES754676","TRT870"
"1747","ES754677","TRT870"
"1748","ES754678","TRT870"
"1749","ES754679","TRT870"
"1750","ES754680","TRT870"
"1751","ES754681","TRT870"
"1752","ES754682","TRT870"
"1753","ES754683","TRT870"
"1754","ES754684","TRT870"
"1755","ES754685","TRT870"
"1756","ES754686","TRT870"
"1757","ES754687","TRT870"
"1758","ES754688","TRT870"
"1759","ES754689","TRT870"
"1760","ES754690","TRT870"
"1761","ES754691","TRT870"
"1762","ES754692","TRT870"
"1763","ES754693","TRT870"
"1764","ES754694","TRT870"
"1765","ES754695","TRT870"
"1766","ES754696","TRT870"
"1767","ES754697","TRT870"
"1768","ES754698","TRT870"
"1769","ES754699","TRT870"
"1770","ES754700","TRT870"
"1771","ES754701","TRT870"
"1772","ES754702","TRT870"
"1773","ES754703","TRT870"
"1774","ES754704","TRT870"
"1775","ES754705","TRT870"
"1776","ES754706","TRT870"
"1777","ES754707","TRT870"
"1778","ES754708","TRT870"
"1779","ES754709","TRT870"
"1780","ES754710","TRT870"
"1781","ES754711","TRT870"
"1782","ES754712","TRT870"
"1783","ES754713","TRT870"
"1784","ES754714","TRT870"
"1785","ES754715","TRT870"
"1786","ES754716","TRT870"
"1787","ES754717","TRT870"
"1788","ES754718","TRT870"
"1789","ES754719","TRT870"
"1790","ES754720","TRT870"
"1791","ES754721","TRT870"
"1792","ES754722","TRT870"
"1793","ES754723","TRT870"
"1794","ES754724","TRT870"
"1795","ES754725","TRT870"
"1796","ES754726","TRT870"
"1797","ES754727","TRT870"
"1798","ES754728","TRT870"
"1799","ES754729","TRT870"
"1800","ES754730","TRT870"
"1801","ES754731","TRT870"
"1802","ES754732","TRT870"
"1803","ES754733","TRT870"
"1804","ES754734","TRT870"
"1805","ES754735","TRT870"
"1806","ES754736","TRT870"
"1807","ES754737","TRT870"
"1808","ES754738","TRT870"
"1809","ES754739","TRT870"
"1810","ES754740","TRT870"
"1811","ES754741","TRT870"
"1812","ES754742","TRT870"
"1813","ES754743","TRT870"
"1814","ES754744","TRT870"
"1815","ES754745","TRT870"
"1816","ES754746","TRT870"
"1817","ES754747","TRT870"
"1818","ES754748","TRT870"
"1819","ES754749","TRT870"
"1820","ES754750","TRT870"
"1821","ES754751","TRT870"
"1822","ES754752","TRT870"
"1823","ES754753","TRT870"
"1824","ES754754","TRT870"
"1825","ES754755","TRT870"
"1826","ES754756","TRT870"
"1827","ES754757","TRT870"
"1828","ES754758","TRT870"
"1829","ES754759","TRT870"
"1830","ES754760","TRT870"
"1831","ES754761","TRT870"
"1832","ES754762","TRT870"
"1833","ES754763","TRT870"
"1834","ES754764","TRT870"
"1835","ES754765","TRT870"
"1836","ES754766","TRT870"
"1837","ES754767","TRT870"
"1838","ES754768","TRT870"
"1839","ES754769","TRT870"
"1840","ES754770","TRT870"
"1841","ES754771","TRT870"
"1842","ES754772","TRT870"
"1843","ES754773","TRT870"
"1844","ES754774","TRT870"
"1845","ES754775","TRT870"
"1846","ES754776","TRT870"
"1847","ES754777","TRT870"
"1848","ES754778","TRT870"
"1849","ES754779","TRT870"
"1850","ES754780","TRT870"
"1851","ES754781","TRT870"
"1852","ES754782","TRT870"
"1853","ES754783","TRT870"
"1854","ES754784","TRT870"
"1855","ES754785","TRT870"
"1856","ES754786","TRT870"
"1857","ES754787","TRT870"
"1858","ES754788","TRT870"
"1859","ES754789","TRT870"
"1860","ES754790","TRT870"
"1861","ES754791","TRT870"
"1862","ES754792","TRT870"
"1863","ES754793","TRT870"
"1864","ES754794","TRT870"
"1865","ES754795","TRT870"
"1866","ES754796","TRT870"
"1867","ES754797","TRT870"
"1868","ES754798","TRT870"
"1869","ES754799","TRT870"
"1870","ES754800","TRT870"
"1871","ES754801","TRT870"
"1872","ES754802","TRT870"
"1873","ES754803","TRT870"
"1874","ES754804","TRT870"
"1875","ES754805","TRT870"
"1876","ES754806","TRT870"
"1877","ES754807","TRT870"
"1878","ES754808","TRT870"
"1879","ES754809","TRT870"
"1880","ES754810","TRT870"
"1881","ES754811","TRT870"
"1882","ES754812","TRT870"
"1883","ES754813","TRT870"
"1884","ES754814","TRT870"
"1885","ES754815","TRT870"
"1886","ES754816","TRT870"
"1887","ES754817","TRT870"
"1888","ES754818","TRT870"
"1889","ES754819","TRT870"
"1890","ES754820","TRT870"
"1891","ES754821","TRT870"
"1892","ES754822","TRT870"
"1893","ES754823","TRT870"
"1894","ES754824","TRT870"
"1895","ES754825","TRT870"
"1896","ES754826","TRT870"
"1897","ES754827","TRT870"
"1898","ES754828","TRT870"
"1899","ES754829","TRT870"
"1900","ES754830","TRT870"
"1901","ES754831","TRT870"
"1902","ES754832","TRT870"
"1903","ES754833","TRT870"
"1904","ES754834","TRT870"
"1905","ES754835","TRT870"
"1906","ES754836","TRT870"
"1907","ES754837","TRT870"
"1908","ES754838","TRT870"
"1909","ES754839","TRT870"
"1910","ES754840","TRT870"
"1911","ES754841","TRT870"
"1912","ES754842","TRT870"
"1913","ES754843","TRT870"
"1914","ES754844","TRT870"
"1915","ES754845","TRT870"
"1916","ES754846","TRT870"
"1917","ES754847","TRT870"
"1918","ES754848","TRT870"
"1919","ES754849","TRT870"
"1920","ES754850","TRT870"
"1921","ES754851","TRT870"
"1922","ES754852","TRT870"
"1923","ES754853","TRT870"
"1924","ES754854","TRT870"
