"","EXPSAMPLE_ACCESSION","DESCRIPTION","EXPERIMENT_ACCESSION","NAME","RESULT_SCHEMA","UPLOAD_RESULT_STATUS","WORKSPACE_ID"
"2486","ES755231","","EXP11770",NA,"FCM","Parsed",2799
"2487","ES755232","","EXP11770",NA,"FCM","Parsed",2799
"2488","ES755233","","EXP11770",NA,"FCM","Parsed",2799
"2489","ES755234","","EXP11770",NA,"FCM","Parsed",2799
"2490","ES755235","","EXP11770",NA,"FCM","Parsed",2799
"2491","ES755236","","EXP11770",NA,"FCM","Parsed",2799
"2492","ES755237","","EXP11770",NA,"FCM","Parsed",2799
"2493","ES755238","","EXP11770",NA,"FCM","Parsed",2799
"2494","ES755239","","EXP11770",NA,"FCM","Parsed",2799
"2495","ES755240","","EXP11770",NA,"FCM","Parsed",2799
"2496","ES755241","","EXP11770",NA,"FCM","Parsed",2799
"2497","ES755242","","EXP11770",NA,"FCM","Parsed",2799
"2498","ES755243","","EXP11770",NA,"FCM","Parsed",2799
"2499","ES755244","","EXP11770",NA,"FCM","Parsed",2799
"2500","ES755245","","EXP11770",NA,"FCM","Parsed",2799
"2501","ES755246","","EXP11770",NA,"FCM","Parsed",2799
"2502","ES755247","","EXP11770",NA,"FCM","Parsed",2799
"2503","ES755248","","EXP11770",NA,"FCM","Parsed",2799
"2504","ES755249","","EXP11770",NA,"FCM","Parsed",2799
"2505","ES755250","","EXP11770",NA,"FCM","Parsed",2799
"2506","ES755251","","EXP11770",NA,"FCM","Parsed",2799
"2507","ES755252","","EXP11770",NA,"FCM","Parsed",2799
"2508","ES755253","","EXP11770",NA,"FCM","Parsed",2799
"2509","ES755254","","EXP11770",NA,"FCM","Parsed",2799
"2510","ES755255","","EXP11770",NA,"FCM","Parsed",2799
"2511","ES755256","","EXP11770",NA,"FCM","Parsed",2799
"2512","ES755257","","EXP11770",NA,"FCM","Parsed",2799
"2513","ES755258","","EXP11770",NA,"FCM","Parsed",2799
"2514","ES755259","","EXP11770",NA,"FCM","Parsed",2799
"2515","ES755260","","EXP11770",NA,"FCM","Parsed",2799
"2516","ES755261","","EXP11770",NA,"FCM","Parsed",2799
"2517","ES755262","","EXP11770",NA,"FCM","Parsed",2799
"2518","ES755263","","EXP11770",NA,"FCM","Parsed",2799
"2519","ES755264","","EXP11770",NA,"FCM","Parsed",2799
"2520","ES755265","","EXP11770",NA,"FCM","Parsed",2799
"2521","ES755266","","EXP11770",NA,"FCM","Parsed",2799
"2522","ES755267","","EXP11770",NA,"FCM","Parsed",2799
"2523","ES755268","","EXP11770",NA,"FCM","Parsed",2799
"2524","ES755269","","EXP11770",NA,"FCM","Parsed",2799
"2525","ES755270","","EXP11770",NA,"FCM","Parsed",2799
"2526","ES755271","","EXP11770",NA,"FCM","Parsed",2799
"2527","ES755272","","EXP11770",NA,"FCM","Parsed",2799
"2528","ES755273","","EXP11770",NA,"FCM","Parsed",2799
"2529","ES755274","","EXP11770",NA,"FCM","Parsed",2799
"2530","ES755275","","EXP11770",NA,"FCM","Parsed",2799
"2531","ES755276","","EXP11770",NA,"FCM","Parsed",2799
"2532","ES755277","","EXP11770",NA,"FCM","Parsed",2799
"2533","ES755278","","EXP11770",NA,"FCM","Parsed",2799
"2534","ES755279","","EXP11770",NA,"FCM","Parsed",2799
"2535","ES755280","","EXP11770",NA,"FCM","Parsed",2799
"2536","ES755281","","EXP11770",NA,"FCM","Parsed",2799
"2537","ES755282","","EXP11770",NA,"FCM","Parsed",2799
"2538","ES755283","","EXP11770",NA,"FCM","Parsed",2799
"2539","ES755284","","EXP11770",NA,"FCM","Parsed",2799
"2540","ES755285","","EXP11770",NA,"FCM","Parsed",2799
"2541","ES755286","","EXP11770",NA,"FCM","Parsed",2799
"2542","ES755287","","EXP11770",NA,"FCM","Parsed",2799
"2543","ES755288","","EXP11770",NA,"FCM","Parsed",2799
"2544","ES755289","","EXP11770",NA,"FCM","Parsed",2799
"2545","ES755290","","EXP11770",NA,"FCM","Parsed",2799
"2546","ES755291","","EXP11770",NA,"FCM","Parsed",2799
"2547","ES755292","","EXP11770",NA,"FCM","Parsed",2799
"2548","ES755293","","EXP11770",NA,"FCM","Parsed",2799
"2549","ES755294","","EXP11770",NA,"FCM","Parsed",2799
"2550","ES755295","","EXP11770",NA,"FCM","Parsed",2799
"2551","ES755296","","EXP11770",NA,"FCM","Parsed",2799
"2552","ES755297","","EXP11770",NA,"FCM","Parsed",2799
"2553","ES755298","","EXP11770",NA,"FCM","Parsed",2799
"2554","ES755299","","EXP11770",NA,"FCM","Parsed",2799
"2555","ES755300","","EXP11770",NA,"FCM","Parsed",2799
"2556","ES755301","","EXP11770",NA,"FCM","Parsed",2799
"2557","ES755302","","EXP11770",NA,"FCM","Parsed",2799
"2558","ES755303","","EXP11770",NA,"FCM","Parsed",2799
"2559","ES755304","","EXP11770",NA,"FCM","Parsed",2799
"2560","ES755305","","EXP11770",NA,"FCM","Parsed",2799
"2561","ES755306","","EXP11770",NA,"FCM","Parsed",2799
"2562","ES755307","","EXP11770",NA,"FCM","Parsed",2799
"2563","ES755308","","EXP11770",NA,"FCM","Parsed",2799
"2564","ES755309","","EXP11770",NA,"FCM","Parsed",2799
"2565","ES755310","","EXP11770",NA,"FCM","Parsed",2799
"2566","ES755311","","EXP11770",NA,"FCM","Parsed",2799
"2567","ES755312","","EXP11770",NA,"FCM","Parsed",2799
"2568","ES755313","","EXP11770",NA,"FCM","Parsed",2799
"2569","ES755314","","EXP11770",NA,"FCM","Parsed",2799
"2570","ES755315","","EXP11770",NA,"FCM","Parsed",2799
"2571","ES755316","","EXP11770",NA,"FCM","Parsed",2799
"2572","ES755317","","EXP11770",NA,"FCM","Parsed",2799
"2573","ES755318","","EXP11770",NA,"FCM","Parsed",2799
"2574","ES755319","","EXP11770",NA,"FCM","Parsed",2799
"2575","ES755320","","EXP11770",NA,"FCM","Parsed",2799
"2576","ES755321","","EXP11770",NA,"FCM","Parsed",2799
"2577","ES755322","","EXP11770",NA,"FCM","Parsed",2799
"2578","ES755323","","EXP11770",NA,"FCM","Parsed",2799
"2579","ES755324","","EXP11770",NA,"FCM","Parsed",2799
"2580","ES755325","","EXP11770",NA,"FCM","Parsed",2799
"2581","ES755326","","EXP11770",NA,"FCM","Parsed",2799
"2582","ES755327","","EXP11770",NA,"FCM","Parsed",2799
"2583","ES755328","","EXP11770",NA,"FCM","Parsed",2799
"2584","ES755329","","EXP11770",NA,"FCM","Parsed",2799
"2585","ES755330","","EXP11770",NA,"FCM","Parsed",2799
"2586","ES755331","","EXP11770",NA,"FCM","Parsed",2799
"2587","ES755332","","EXP11770",NA,"FCM","Parsed",2799
"2588","ES755333","","EXP11770",NA,"FCM","Parsed",2799
"2589","ES755334","","EXP11770",NA,"FCM","Parsed",2799
"2590","ES755335","","EXP11770",NA,"FCM","Parsed",2799
"2591","ES755336","","EXP11770",NA,"FCM","Parsed",2799
"2592","ES755337","","EXP11770",NA,"FCM","Parsed",2799
"2593","ES755338","","EXP11770",NA,"FCM","Parsed",2799
"2594","ES755339","","EXP11770",NA,"FCM","Parsed",2799
"2595","ES755340","","EXP11770",NA,"FCM","Parsed",2799
"2596","ES755341","","EXP11770",NA,"FCM","Parsed",2799
"2597","ES755342","","EXP11770",NA,"FCM","Parsed",2799
"2598","ES755343","","EXP11770",NA,"FCM","Parsed",2799
"2599","ES755344","","EXP11770",NA,"FCM","Parsed",2799
"2600","ES755345","","EXP11770",NA,"FCM","Parsed",2799
"2601","ES755346","","EXP11770",NA,"FCM","Parsed",2799
"2602","ES755347","","EXP11770",NA,"FCM","Parsed",2799
"2603","ES755348","","EXP11770",NA,"FCM","Parsed",2799
"2604","ES755349","","EXP11770",NA,"FCM","Parsed",2799
"2605","ES755350","","EXP11770",NA,"FCM","Parsed",2799
"2606","ES755351","","EXP11770",NA,"FCM","Parsed",2799
"2607","ES755352","","EXP11770",NA,"FCM","Parsed",2799
"2608","ES755353","","EXP11770",NA,"FCM","Parsed",2799
"2609","ES755354","","EXP11770",NA,"FCM","Parsed",2799
"2610","ES755355","","EXP11770",NA,"FCM","Parsed",2799
"2611","ES755356","","EXP11770",NA,"FCM","Parsed",2799
"2612","ES755357","","EXP11770",NA,"FCM","Parsed",2799
"2613","ES755358","","EXP11770",NA,"FCM","Parsed",2799
"2614","ES755359","","EXP11770",NA,"FCM","Parsed",2799
"2615","ES755360","","EXP11770",NA,"FCM","Parsed",2799
"2616","ES755361","","EXP11770",NA,"FCM","Parsed",2799
"2617","ES755362","","EXP11770",NA,"FCM","Parsed",2799
"2618","ES755363","","EXP11770",NA,"FCM","Parsed",2799
"2619","ES755364","","EXP11770",NA,"FCM","Parsed",2799
"2620","ES755365","","EXP11770",NA,"FCM","Parsed",2799
"2621","ES755366","","EXP11770",NA,"FCM","Parsed",2799
"2622","ES755367","","EXP11770",NA,"FCM","Parsed",2799
"2623","ES755368","","EXP11770",NA,"FCM","Parsed",2799
"2624","ES755369","","EXP11770",NA,"FCM","Parsed",2799
"2625","ES755370","","EXP11770",NA,"FCM","Parsed",2799
"2626","ES755371","","EXP11770",NA,"FCM","Parsed",2799
"2627","ES755372","","EXP11770",NA,"FCM","Parsed",2799
"2628","ES755373","","EXP11770",NA,"FCM","Parsed",2799
"2629","ES755374","","EXP11770",NA,"FCM","Parsed",2799
"2630","ES755375","","EXP11770",NA,"FCM","Parsed",2799
"2631","ES755376","","EXP11770",NA,"FCM","Parsed",2799
"2632","ES755377","","EXP11770",NA,"FCM","Parsed",2799
"2633","ES755378","","EXP11770",NA,"FCM","Parsed",2799
"2634","ES755379","","EXP11770",NA,"FCM","Parsed",2799
"2635","ES755380","","EXP11770",NA,"FCM","Parsed",2799
"2636","ES755381","","EXP11770",NA,"FCM","Parsed",2799
"2637","ES755382","","EXP11770",NA,"FCM","Parsed",2799
"2638","ES755383","","EXP11770",NA,"FCM","Parsed",2799
"2639","ES755384","","EXP11770",NA,"FCM","Parsed",2799
"2640","ES755385","","EXP11770",NA,"FCM","Parsed",2799
"2641","ES755386","","EXP11770",NA,"FCM","Parsed",2799
"2642","ES755387","","EXP11770",NA,"FCM","Parsed",2799
"2643","ES755388","","EXP11770",NA,"FCM","Parsed",2799
"2644","ES755389","","EXP11770",NA,"FCM","Parsed",2799
"2645","ES755390","","EXP11770",NA,"FCM","Parsed",2799
"2646","ES755391","","EXP11770",NA,"FCM","Parsed",2799
"2647","ES755392","","EXP11770",NA,"FCM","Parsed",2799
"2648","ES755393","","EXP11770",NA,"FCM","Parsed",2799
"2649","ES755394","","EXP11770",NA,"FCM","Parsed",2799
"2650","ES755395","","EXP11770",NA,"FCM","Parsed",2799
"2651","ES755396","","EXP11770",NA,"FCM","Parsed",2799
"2652","ES755397","","EXP11770",NA,"FCM","Parsed",2799
"2653","ES755398","","EXP11770",NA,"FCM","Parsed",2799
"2654","ES755399","","EXP11770",NA,"FCM","Parsed",2799
"2655","ES755400","","EXP11770",NA,"FCM","Parsed",2799
"2656","ES755401","","EXP11770",NA,"FCM","Parsed",2799
"2657","ES755402","","EXP11770",NA,"FCM","Parsed",2799
"2658","ES755403","","EXP11770",NA,"FCM","Parsed",2799
"2659","ES755404","","EXP11770",NA,"FCM","Parsed",2799
"2660","ES755405","","EXP11770",NA,"FCM","Parsed",2799
"2661","ES755406","","EXP11770",NA,"FCM","Parsed",2799
"2662","ES755407","","EXP11770",NA,"FCM","Parsed",2799
"2663","ES755408","","EXP11770",NA,"FCM","Parsed",2799
"2664","ES755409","","EXP11770",NA,"FCM","Parsed",2799
"2665","ES755410","","EXP11770",NA,"FCM","Parsed",2799
"2666","ES755411","","EXP11770",NA,"FCM","Parsed",2799
"2667","ES755412","","EXP11770",NA,"FCM","Parsed",2799
"2668","ES755413","","EXP11770",NA,"FCM","Parsed",2799
"2669","ES755414","","EXP11770",NA,"FCM","Parsed",2799
"2670","ES755415","","EXP11770",NA,"FCM","Parsed",2799
"2671","ES755416","","EXP11770",NA,"FCM","Parsed",2799
"2672","ES755417","","EXP11770",NA,"FCM","Parsed",2799
"2673","ES755418","","EXP11770",NA,"FCM","Parsed",2799
"2674","ES755419","","EXP11770",NA,"FCM","Parsed",2799
"2675","ES755420","","EXP11770",NA,"FCM","Parsed",2799
"2676","ES755421","","EXP11770",NA,"FCM","Parsed",2799
"2677","ES755422","","EXP11770",NA,"FCM","Parsed",2799
"2678","ES755423","","EXP11770",NA,"FCM","Parsed",2799
"2679","ES755424","","EXP11770",NA,"FCM","Parsed",2799
"2680","ES755425","","EXP11770",NA,"FCM","Parsed",2799
"2681","ES755426","","EXP11770",NA,"FCM","Parsed",2799
"2682","ES755427","","EXP11770",NA,"FCM","Parsed",2799
"2683","ES755428","","EXP11770",NA,"FCM","Parsed",2799
"2684","ES755429","","EXP11770",NA,"FCM","Parsed",2799
"2685","ES755430","","EXP11770",NA,"FCM","Parsed",2799
"2686","ES755431","","EXP11770",NA,"FCM","Parsed",2799
"2687","ES755432","","EXP11770",NA,"FCM","Parsed",2799
"2688","ES755433","","EXP11770",NA,"FCM","Parsed",2799
"2689","ES755434","","EXP11770",NA,"FCM","Parsed",2799
"2690","ES755435","","EXP11770",NA,"FCM","Parsed",2799
"2691","ES755436","","EXP11770",NA,"FCM","Parsed",2799
"2692","ES755437","","EXP11770",NA,"FCM","Parsed",2799
"2693","ES755438","","EXP11770",NA,"FCM","Parsed",2799
"2694","ES755439","","EXP11770",NA,"FCM","Parsed",2799
"2695","ES755440","","EXP11770",NA,"FCM","Parsed",2799
"2696","ES755441","","EXP11770",NA,"FCM","Parsed",2799
"2697","ES755442","","EXP11770",NA,"FCM","Parsed",2799
"2698","ES755443","","EXP11770",NA,"FCM","Parsed",2799
"2699","ES755444","","EXP11770",NA,"FCM","Parsed",2799
"2700","ES755445","","EXP11770",NA,"FCM","Parsed",2799
"2701","ES755446","","EXP11770",NA,"FCM","Parsed",2799
"2702","ES755447","","EXP11770",NA,"FCM","Parsed",2799
"2703","ES755448","","EXP11770",NA,"FCM","Parsed",2799
"2704","ES755449","","EXP11770",NA,"FCM","Parsed",2799
"2705","ES755450","","EXP11770",NA,"FCM","Parsed",2799
"2706","ES755451","","EXP11770",NA,"FCM","Parsed",2799
"2707","ES755452","","EXP11770",NA,"FCM","Parsed",2799
"2708","ES755453","","EXP11770",NA,"FCM","Parsed",2799
"2709","ES755454","","EXP11770",NA,"FCM","Parsed",2799
"2710","ES755455","","EXP11770",NA,"FCM","Parsed",2799
"2711","ES755456","","EXP11770",NA,"FCM","Parsed",2799
"2712","ES755457","","EXP11770",NA,"FCM","Parsed",2799
"2713","ES755458","","EXP11770",NA,"FCM","Parsed",2799
"2714","ES755459","","EXP11770",NA,"FCM","Parsed",2799
"2715","ES755460","","EXP11770",NA,"FCM","Parsed",2799
"2716","ES755461","","EXP11770",NA,"FCM","Parsed",2799
"2717","ES755462","","EXP11770",NA,"FCM","Parsed",2799
"2718","ES755463","","EXP11770",NA,"FCM","Parsed",2799
"2719","ES755464","","EXP11770",NA,"FCM","Parsed",2799
"2720","ES755465","","EXP11770",NA,"FCM","Parsed",2799
"2721","ES755466","","EXP11770",NA,"FCM","Parsed",2799
"2722","ES755467","","EXP11770",NA,"FCM","Parsed",2799
"2723","ES755468","","EXP11770",NA,"FCM","Parsed",2799
"2724","ES755469","","EXP11770",NA,"FCM","Parsed",2799
"2725","ES755470","","EXP11770",NA,"FCM","Parsed",2799
"2726","ES755471","","EXP11770",NA,"FCM","Parsed",2799
"2727","ES755472","","EXP11770",NA,"FCM","Parsed",2799
"2728","ES755473","","EXP11770",NA,"FCM","Parsed",2799
"2729","ES755474","","EXP11770",NA,"FCM","Parsed",2799
"2730","ES755475","","EXP11770",NA,"FCM","Parsed",2799
"2731","ES755476","","EXP11770",NA,"FCM","Parsed",2799
"2732","ES755477","","EXP11770",NA,"FCM","Parsed",2799
"2733","ES755478","","EXP11770",NA,"FCM","Parsed",2799
"2734","ES755479","","EXP11770",NA,"FCM","Parsed",2799
"2735","ES755480","","EXP11770",NA,"FCM","Parsed",2799
"2736","ES755481","","EXP11770",NA,"FCM","Parsed",2799
"2737","ES755482","","EXP11770",NA,"FCM","Parsed",2799
"2738","ES755483","","EXP11770",NA,"FCM","Parsed",2799
"2739","ES755484","","EXP11770",NA,"FCM","Parsed",2799
"2740","ES755485","","EXP11770",NA,"FCM","Parsed",2799
"2741","ES755486","","EXP11770",NA,"FCM","Parsed",2799
"2742","ES755487","","EXP11770",NA,"FCM","Parsed",2799
"2743","ES755488","","EXP11770",NA,"FCM","Parsed",2799
"2744","ES755489","","EXP11770",NA,"FCM","Parsed",2799
"2745","ES755490","","EXP11770",NA,"FCM","Parsed",2799
"2746","ES755491","","EXP11770",NA,"FCM","Parsed",2799
"2747","ES755492","","EXP11770",NA,"FCM","Parsed",2799
"2748","ES755493","","EXP11770",NA,"FCM","Parsed",2799
"2749","ES755494","","EXP11770",NA,"FCM","Parsed",2799
"2750","ES755495","","EXP11770",NA,"FCM","Parsed",2799
"2751","ES755496","","EXP11770",NA,"FCM","Parsed",2799
"2752","ES755497","","EXP11770",NA,"FCM","Parsed",2799
"2753","ES755498","","EXP11770",NA,"FCM","Parsed",2799
"2754","ES755499","","EXP11770",NA,"FCM","Parsed",2799
"2755","ES755500","","EXP11770",NA,"FCM","Parsed",2799
"2756","ES755501","","EXP11770",NA,"FCM","Parsed",2799
"2757","ES755502","","EXP11770",NA,"FCM","Parsed",2799
"2758","ES755503","","EXP11770",NA,"FCM","Parsed",2799
"2759","ES755504","","EXP11770",NA,"FCM","Parsed",2799
"2760","ES755505","","EXP11770",NA,"FCM","Parsed",2799
"2761","ES755506","","EXP11770",NA,"FCM","Parsed",2799
"2762","ES755507","","EXP11770",NA,"FCM","Parsed",2799
"2763","ES755508","","EXP11770",NA,"FCM","Parsed",2799
"2764","ES755509","","EXP11770",NA,"FCM","Parsed",2799
"2765","ES755510","","EXP11770",NA,"FCM","Parsed",2799
"2766","ES755511","","EXP11770",NA,"FCM","Parsed",2799
"2767","ES755512","","EXP11770",NA,"FCM","Parsed",2799
"2768","ES755513","","EXP11770",NA,"FCM","Parsed",2799
"2769","ES755514","","EXP11770",NA,"FCM","Parsed",2799
"2770","ES755515","","EXP11770",NA,"FCM","Parsed",2799
"2771","ES755516","","EXP11770",NA,"FCM","Parsed",2799
"2772","ES755517","","EXP11770",NA,"FCM","Parsed",2799
"2773","ES755518","","EXP11770",NA,"FCM","Parsed",2799
"2774","ES755519","","EXP11770",NA,"FCM","Parsed",2799
"2775","ES755520","","EXP11770",NA,"FCM","Parsed",2799
"2776","ES755521","","EXP11770",NA,"FCM","Parsed",2799
"2777","ES755522","","EXP11770",NA,"FCM","Parsed",2799
"2778","ES755523","","EXP11770",NA,"FCM","Parsed",2799
"2779","ES755524","","EXP11770",NA,"FCM","Parsed",2799
"2780","ES755525","","EXP11770",NA,"FCM","Parsed",2799
"2781","ES755526","","EXP11770",NA,"FCM","Parsed",2799
"2782","ES755527","","EXP11770",NA,"FCM","Parsed",2799
"2783","ES755528","","EXP11770",NA,"FCM","Parsed",2799
"2784","ES755529","","EXP11770",NA,"FCM","Parsed",2799
"2785","ES755530","","EXP11770",NA,"FCM","Parsed",2799
"2786","ES755531","","EXP11770",NA,"FCM","Parsed",2799
"2787","ES755532","","EXP11770",NA,"FCM","Parsed",2799
"2788","ES755533","","EXP11770",NA,"FCM","Parsed",2799
"2789","ES755534","","EXP11770",NA,"FCM","Parsed",2799
"2790","ES755535","","EXP11770",NA,"FCM","Parsed",2799
"2791","ES755536","","EXP11770",NA,"FCM","Parsed",2799
"2792","ES755537","","EXP11770",NA,"FCM","Parsed",2799
"2793","ES755538","","EXP11770",NA,"FCM","Parsed",2799
"2794","ES755539","","EXP11770",NA,"FCM","Parsed",2799
"2795","ES755540","","EXP11770",NA,"FCM","Parsed",2799
"2796","ES755541","","EXP11770",NA,"FCM","Parsed",2799
"2797","ES755542","","EXP11770",NA,"FCM","Parsed",2799
"2798","ES755543","","EXP11770",NA,"FCM","Parsed",2799
"2799","ES755544","","EXP11770",NA,"FCM","Parsed",2799
"2800","ES755545","","EXP11770",NA,"FCM","Parsed",2799
"2801","ES755546","","EXP11770",NA,"FCM","Parsed",2799
"2802","ES755547","","EXP11770",NA,"FCM","Parsed",2799
"2803","ES755548","","EXP11770",NA,"FCM","Parsed",2799
"2804","ES755549","","EXP11770",NA,"FCM","Parsed",2799
"2805","ES755550","","EXP11770",NA,"FCM","Parsed",2799
"2806","ES755551","","EXP11770",NA,"FCM","Parsed",2799
"2807","ES755552","","EXP11770",NA,"FCM","Parsed",2799
"2808","ES755553","","EXP11770",NA,"FCM","Parsed",2799
"2809","ES755554","","EXP11770",NA,"FCM","Parsed",2799
"2810","ES755555","","EXP11770",NA,"FCM","Parsed",2799
"2811","ES755556","","EXP11770",NA,"FCM","Parsed",2799
"2812","ES755557","","EXP11770",NA,"FCM","Parsed",2799
"2813","ES755558","","EXP11770",NA,"FCM","Parsed",2799
"2814","ES755559","","EXP11770",NA,"FCM","Parsed",2799
"2815","ES755560","","EXP11770",NA,"FCM","Parsed",2799
"2816","ES755561","","EXP11770",NA,"FCM","Parsed",2799
"2817","ES755562","","EXP11770",NA,"FCM","Parsed",2799
"2818","ES755563","","EXP11770",NA,"FCM","Parsed",2799
"2819","ES755564","","EXP11770",NA,"FCM","Parsed",2799
"2820","ES755565","","EXP11770",NA,"FCM","Parsed",2799
"2821","ES755566","","EXP11770",NA,"FCM","Parsed",2799
"2822","ES755567","","EXP11770",NA,"FCM","Parsed",2799
"2823","ES755568","","EXP11770",NA,"FCM","Parsed",2799
"2824","ES755569","","EXP11770",NA,"FCM","Parsed",2799
"2825","ES755570","","EXP11770",NA,"FCM","Parsed",2799
"2826","ES755571","","EXP11770",NA,"FCM","Parsed",2799
"2827","ES755572","","EXP11770",NA,"FCM","Parsed",2799
"2828","ES755573","","EXP11770",NA,"FCM","Parsed",2799
"2829","ES755574","","EXP11770",NA,"FCM","Parsed",2799
"2830","ES755575","","EXP11770",NA,"FCM","Parsed",2799
"2831","ES755576","","EXP11770",NA,"FCM","Parsed",2799
"2832","ES755577","","EXP11770",NA,"FCM","Parsed",2799
"2833","ES755578","","EXP11770",NA,"FCM","Parsed",2799
"2834","ES755579","","EXP11770",NA,"FCM","Parsed",2799
"2835","ES755580","","EXP11770",NA,"FCM","Parsed",2799
"2836","ES755581","","EXP11770",NA,"FCM","Parsed",2799
"2837","ES755582","","EXP11770",NA,"FCM","Parsed",2799
"2838","ES755583","","EXP11770",NA,"FCM","Parsed",2799
"2839","ES755584","","EXP11770",NA,"FCM","Parsed",2799
"2840","ES755585","","EXP11770",NA,"FCM","Parsed",2799
"2841","ES755586","","EXP11770",NA,"FCM","Parsed",2799
"2842","ES755587","","EXP11770",NA,"FCM","Parsed",2799
"2843","ES755588","","EXP11770",NA,"FCM","Parsed",2799
"2844","ES755589","","EXP11770",NA,"FCM","Parsed",2799
"2845","ES755590","","EXP11770",NA,"FCM","Parsed",2799
"2846","ES755591","","EXP11770",NA,"FCM","Parsed",2799
"2847","ES755592","","EXP11770",NA,"FCM","Parsed",2799
"2848","ES755593","","EXP11770",NA,"FCM","Parsed",2799
"2849","ES755594","","EXP11770",NA,"FCM","Parsed",2799
"2850","ES755595","","EXP11770",NA,"FCM","Parsed",2799
"2851","ES755596","","EXP11770",NA,"FCM","Parsed",2799
"2852","ES755597","","EXP11770",NA,"FCM","Parsed",2799
"2853","ES755598","","EXP11770",NA,"FCM","Parsed",2799
"2854","ES755599","","EXP11770",NA,"FCM","Parsed",2799
"2855","ES755600","","EXP11770",NA,"FCM","Parsed",2799
"2856","ES755601","","EXP11770",NA,"FCM","Parsed",2799
"2857","ES755602","","EXP11770",NA,"FCM","Parsed",2799
"2858","ES755603","","EXP11770",NA,"FCM","Parsed",2799
"2859","ES755604","","EXP11770",NA,"FCM","Parsed",2799
"2860","ES755605","","EXP11770",NA,"FCM","Parsed",2799
"2861","ES755606","","EXP11770",NA,"FCM","Parsed",2799
"2862","ES755607","","EXP11770",NA,"FCM","Parsed",2799
"2863","ES755608","","EXP11770",NA,"FCM","Parsed",2799
"2864","ES755609","","EXP11770",NA,"FCM","Parsed",2799
"2865","ES755610","","EXP11770",NA,"FCM","Parsed",2799
"2866","ES755611","","EXP11770",NA,"FCM","Parsed",2799
"2867","ES755612","","EXP11770",NA,"FCM","Parsed",2799
"2868","ES755613","","EXP11770",NA,"FCM","Parsed",2799
"2869","ES755614","","EXP11770",NA,"FCM","Parsed",2799
"2870","ES755615","","EXP11770",NA,"FCM","Parsed",2799
"2871","ES755616","","EXP11770",NA,"FCM","Parsed",2799
"2872","ES755617","","EXP11770",NA,"FCM","Parsed",2799
"2873","ES755618","","EXP11770",NA,"FCM","Parsed",2799
"2874","ES755619","","EXP11770",NA,"FCM","Parsed",2799
"2875","ES755620","","EXP11770",NA,"FCM","Parsed",2799
"2876","ES755621","","EXP11770",NA,"FCM","Parsed",2799
"2877","ES755622","","EXP11770",NA,"FCM","Parsed",2799
"2878","ES755623","","EXP11770",NA,"FCM","Parsed",2799
"2879","ES755624","","EXP11770",NA,"FCM","Parsed",2799
"2880","ES755625","","EXP11770",NA,"FCM","Parsed",2799
"2881","ES755626","","EXP11770",NA,"FCM","Parsed",2799
"2882","ES755627","","EXP11770",NA,"FCM","Parsed",2799
"2883","ES755628","","EXP11770",NA,"FCM","Parsed",2799
"2884","ES755629","","EXP11770",NA,"FCM","Parsed",2799
"2885","ES755630","","EXP11770",NA,"FCM","Parsed",2799
"2886","ES755631","","EXP11770",NA,"FCM","Parsed",2799
"2887","ES755632","","EXP11770",NA,"FCM","Parsed",2799
"2888","ES755633","","EXP11770",NA,"FCM","Parsed",2799
"2889","ES755634","","EXP11770",NA,"FCM","Parsed",2799
"2890","ES755635","","EXP11770",NA,"FCM","Parsed",2799
"2891","ES755636","","EXP11770",NA,"FCM","Parsed",2799
"2892","ES755637","","EXP11770",NA,"FCM","Parsed",2799
"2893","ES755638","","EXP11770",NA,"FCM","Parsed",2799
"2894","ES755639","","EXP11770",NA,"FCM","Parsed",2799
"2895","ES755640","","EXP11770",NA,"FCM","Parsed",2799
"2896","ES755641","","EXP11770",NA,"FCM","Parsed",2799
"2897","ES755642","","EXP11770",NA,"FCM","Parsed",2799
"2898","ES755643","","EXP11770",NA,"FCM","Parsed",2799
"2899","ES755644","","EXP11770",NA,"FCM","Parsed",2799
"2900","ES755645","","EXP11770",NA,"FCM","Parsed",2799
"2901","ES755646","","EXP11770",NA,"FCM","Parsed",2799
"2902","ES755647","","EXP11770",NA,"FCM","Parsed",2799
"2903","ES755648","","EXP11770",NA,"FCM","Parsed",2799
"2904","ES755649","","EXP11770",NA,"FCM","Parsed",2799
"2905","ES755650","","EXP11770",NA,"FCM","Parsed",2799
"2906","ES755651","","EXP11770",NA,"FCM","Parsed",2799
"2907","ES755652","","EXP11770",NA,"FCM","Parsed",2799
"2908","ES755653","","EXP11770",NA,"FCM","Parsed",2799
"2909","ES755654","","EXP11770",NA,"FCM","Parsed",2799
"2910","ES755655","","EXP11770",NA,"FCM","Parsed",2799
"2911","ES755656","","EXP11770",NA,"FCM","Parsed",2799
"2912","ES755657","","EXP11770",NA,"FCM","Parsed",2799
"2913","ES755658","","EXP11770",NA,"FCM","Parsed",2799
"2914","ES755659","","EXP11770",NA,"FCM","Parsed",2799
"2915","ES755660","","EXP11770",NA,"FCM","Parsed",2799
"2916","ES755661","","EXP11770",NA,"FCM","Parsed",2799
"2917","ES755662","","EXP11770",NA,"FCM","Parsed",2799
"2918","ES755663","","EXP11770",NA,"FCM","Parsed",2799
"2919","ES755664","","EXP11770",NA,"FCM","Parsed",2799
