"","EXPSAMPLE_ACCESSION","REAGENT_ACCESSION"
"929","ES770071","ESR11482"
"930","ES770071","ESR11483"
"931","ES770072","ESR11386"
"932","ES770072","ESR11482"
"933","ES770072","ESR11483"
"934","ES770553","ESR11386"
"935","ES770553","ESR11387"
"936","ES770553","ESR11388"
"937","ES770553","ESR11482"
"938","ES770553","ESR11483"
"939","ES770554","ESR11386"
"940","ES770554","ESR11387"
"941","ES770554","ESR11388"
"942","ES770554","ESR11482"
"943","ES770554","ESR11483"
"944","ES770555","ESR11386"
"945","ES770555","ESR11387"
"946","ES770555","ESR11388"
"947","ES770555","ESR11482"
"948","ES770555","ESR11483"
"949","ES770556","ESR11386"
"950","ES770556","ESR11387"
"951","ES770556","ESR11388"
"952","ES770556","ESR11482"
"953","ES770556","ESR11483"
"954","ES770557","ESR11386"
"955","ES770557","ESR11387"
"956","ES770557","ESR11388"
"957","ES770557","ESR11482"
"958","ES770557","ESR11483"
"959","ES770558","ESR11386"
"960","ES770558","ESR11387"
"961","ES770558","ESR11388"
"962","ES770558","ESR11482"
"963","ES770558","ESR11483"
"964","ES770559","ESR11386"
"965","ES770559","ESR11387"
"966","ES770559","ESR11388"
"967","ES770559","ESR11482"
"968","ES770559","ESR11483"
"969","ES770560","ESR11386"
"970","ES770560","ESR11387"
"971","ES770560","ESR11388"
"972","ES770560","ESR11482"
"973","ES770560","ESR11483"
"974","ES770561","ESR11386"
"975","ES770561","ESR11387"
"976","ES770561","ESR11388"
"977","ES770561","ESR11482"
"978","ES770561","ESR11483"
"979","ES770562","ESR11386"
"980","ES770562","ESR11387"
"981","ES770562","ESR11388"
"982","ES770562","ESR11482"
"983","ES770562","ESR11483"
"984","ES770563","ESR11386"
"985","ES770563","ESR11387"
"986","ES770563","ESR11388"
"987","ES770563","ESR11482"
"988","ES770563","ESR11483"
"989","ES770564","ESR11386"
"990","ES770564","ESR11387"
"991","ES770564","ESR11388"
"992","ES770564","ESR11482"
"993","ES770564","ESR11483"
"994","ES770565","ESR11386"
"995","ES770565","ESR11387"
"996","ES770565","ESR11388"
"997","ES770565","ESR11482"
"998","ES770565","ESR11483"
"999","ES770566","ESR11386"
"1000","ES770566","ESR11387"
"1001","ES770566","ESR11388"
"1002","ES770566","ESR11482"
"1003","ES770566","ESR11483"
"1004","ES770567","ESR11386"
"1005","ES770567","ESR11387"
"1006","ES770567","ESR11388"
"1007","ES770567","ESR11482"
"1008","ES770567","ESR11483"
"1009","ES770568","ESR11386"
"1010","ES770568","ESR11387"
"1011","ES770568","ESR11388"
"1012","ES770568","ESR11482"
"1013","ES770568","ESR11483"
"1014","ES770569","ESR11386"
"1015","ES770569","ESR11387"
"1016","ES770569","ESR11388"
"1017","ES770569","ESR11482"
"1018","ES770569","ESR11483"
"1019","ES770570","ESR11386"
"1020","ES770570","ESR11387"
"1021","ES770570","ESR11388"
"1022","ES770570","ESR11482"
"1023","ES770570","ESR11483"
"1024","ES770571","ESR11386"
"1025","ES770571","ESR11387"
"1026","ES770571","ESR11388"
"1027","ES770571","ESR11482"
"1028","ES770571","ESR11483"
"1029","ES770572","ESR11386"
"1030","ES770572","ESR11387"
"1031","ES770572","ESR11388"
"1032","ES770572","ESR11482"
"1033","ES770572","ESR11483"
"1034","ES770573","ESR11386"
"1035","ES770573","ESR11387"
"1036","ES770573","ESR11388"
"1037","ES770573","ESR11482"
"1038","ES770573","ESR11483"
"1039","ES770574","ESR11386"
"1040","ES770574","ESR11387"
"1041","ES770574","ESR11388"
"1042","ES770574","ESR11482"
"1043","ES770574","ESR11483"
"1044","ES770575","ESR11386"
"1045","ES770575","ESR11387"
"1046","ES770575","ESR11388"
"1047","ES770575","ESR11482"
"1048","ES770575","ESR11483"
"1049","ES770576","ESR11386"
"1050","ES770576","ESR11387"
"1051","ES770576","ESR11388"
"1052","ES770576","ESR11482"
"1053","ES770576","ESR11483"
"1054","ES770577","ESR11386"
"1055","ES770577","ESR11387"
"1056","ES770577","ESR11388"
"1057","ES770577","ESR11482"
"1058","ES770577","ESR11483"
"1059","ES770578","ESR11386"
"1060","ES770578","ESR11387"
"1061","ES770578","ESR11388"
"1062","ES770578","ESR11482"
"1063","ES770578","ESR11483"
"1064","ES770579","ESR11386"
"1065","ES770579","ESR11387"
"1066","ES770579","ESR11388"
"1067","ES770579","ESR11482"
"1068","ES770579","ESR11483"
"1069","ES770580","ESR11386"
"1070","ES770580","ESR11387"
"1071","ES770580","ESR11388"
"1072","ES770580","ESR11482"
"1073","ES770580","ESR11483"
"1074","ES770581","ESR11386"
"1075","ES770581","ESR11387"
"1076","ES770581","ESR11388"
"1077","ES770581","ESR11482"
"1078","ES770581","ESR11483"
"1079","ES770582","ESR11386"
"1080","ES770582","ESR11387"
"1081","ES770582","ESR11388"
"1082","ES770582","ESR11482"
"1083","ES770582","ESR11483"
"1084","ES770583","ESR11386"
"1085","ES770583","ESR11387"
"1086","ES770583","ESR11388"
"1087","ES770583","ESR11482"
"1088","ES770583","ESR11483"
"1089","ES770584","ESR11386"
"1090","ES770584","ESR11387"
"1091","ES770584","ESR11388"
"1092","ES770584","ESR11482"
"1093","ES770584","ESR11483"
"1094","ES770585","ESR11386"
"1095","ES770585","ESR11387"
"1096","ES770585","ESR11388"
"1097","ES770585","ESR11482"
"1098","ES770585","ESR11483"
"1099","ES770586","ESR11386"
"1100","ES770586","ESR11387"
"1101","ES770586","ESR11388"
"1102","ES770586","ESR11482"
"1103","ES770586","ESR11483"
"1104","ES770587","ESR11386"
"1105","ES770587","ESR11387"
"1106","ES770587","ESR11388"
"1107","ES770587","ESR11482"
"1108","ES770587","ESR11483"
"1109","ES770588","ESR11386"
"1110","ES770588","ESR11387"
"1111","ES770588","ESR11388"
"1112","ES770588","ESR11482"
"1113","ES770588","ESR11483"
"1114","ES770589","ESR11386"
"1115","ES770589","ESR11387"
"1116","ES770589","ESR11388"
"1117","ES770589","ESR11482"
"1118","ES770589","ESR11483"
"1119","ES770590","ESR11386"
"1120","ES770590","ESR11387"
"1121","ES770590","ESR11388"
"1122","ES770590","ESR11482"
"1123","ES770590","ESR11483"
"1124","ES770591","ESR11386"
"1125","ES770591","ESR11387"
"1126","ES770591","ESR11388"
"1127","ES770591","ESR11482"
"1128","ES770591","ESR11483"
"1129","ES770592","ESR11386"
"1130","ES770592","ESR11387"
"1131","ES770592","ESR11388"
"1132","ES770592","ESR11482"
"1133","ES770592","ESR11483"
"1134","ES770593","ESR11386"
"1135","ES770593","ESR11387"
"1136","ES770593","ESR11388"
"1137","ES770593","ESR11482"
"1138","ES770593","ESR11483"
"1139","ES770594","ESR11386"
"1140","ES770594","ESR11387"
"1141","ES770594","ESR11388"
"1142","ES770594","ESR11482"
"1143","ES770594","ESR11483"
"1144","ES770595","ESR11386"
"1145","ES770595","ESR11387"
"1146","ES770595","ESR11388"
"1147","ES770595","ESR11482"
"1148","ES770595","ESR11483"
"1149","ES770596","ESR11386"
"1150","ES770596","ESR11387"
"1151","ES770596","ESR11388"
"1152","ES770596","ESR11482"
"1153","ES770596","ESR11483"
"1154","ES770597","ESR11386"
"1155","ES770597","ESR11387"
"1156","ES770597","ESR11388"
"1157","ES770597","ESR11482"
"1158","ES770597","ESR11483"
"1159","ES770598","ESR11386"
"1160","ES770598","ESR11387"
"1161","ES770598","ESR11388"
"1162","ES770598","ESR11482"
"1163","ES770598","ESR11483"
"1164","ES770599","ESR11386"
"1165","ES770599","ESR11387"
"1166","ES770599","ESR11388"
"1167","ES770599","ESR11482"
"1168","ES770599","ESR11483"
"1169","ES770600","ESR11386"
"1170","ES770600","ESR11387"
"1171","ES770600","ESR11388"
"1172","ES770600","ESR11482"
"1173","ES770600","ESR11483"
"1174","ES770601","ESR11386"
"1175","ES770601","ESR11387"
"1176","ES770601","ESR11388"
"1177","ES770601","ESR11482"
"1178","ES770601","ESR11483"
"1179","ES770602","ESR11386"
"1180","ES770602","ESR11387"
"1181","ES770602","ESR11388"
"1182","ES770602","ESR11482"
"1183","ES770602","ESR11483"
"1184","ES770603","ESR11386"
"1185","ES770603","ESR11387"
"1186","ES770603","ESR11388"
"1187","ES770603","ESR11482"
"1188","ES770603","ESR11483"
"1189","ES770604","ESR11386"
"1190","ES770604","ESR11387"
"1191","ES770604","ESR11388"
"1192","ES770604","ESR11482"
"1193","ES770604","ESR11483"
"1194","ES770605","ESR11386"
"1195","ES770605","ESR11387"
"1196","ES770605","ESR11388"
"1197","ES770605","ESR11482"
"1198","ES770605","ESR11483"
"1199","ES770606","ESR11386"
"1200","ES770606","ESR11387"
"1201","ES770606","ESR11388"
"1202","ES770606","ESR11482"
"1203","ES770606","ESR11483"
"1204","ES770607","ESR11386"
"1205","ES770607","ESR11387"
"1206","ES770607","ESR11388"
"1207","ES770607","ESR11482"
"1208","ES770607","ESR11483"
"1209","ES770608","ESR11386"
"1210","ES770608","ESR11387"
"1211","ES770608","ESR11388"
"1212","ES770608","ESR11482"
"1213","ES770608","ESR11483"
"1214","ES770609","ESR11386"
"1215","ES770609","ESR11387"
"1216","ES770609","ESR11388"
"1217","ES770609","ESR11482"
"1218","ES770609","ESR11483"
"1219","ES770610","ESR11386"
"1220","ES770610","ESR11387"
"1221","ES770610","ESR11388"
"1222","ES770610","ESR11482"
"1223","ES770610","ESR11483"
"1224","ES770611","ESR11386"
"1225","ES770611","ESR11387"
"1226","ES770611","ESR11388"
"1227","ES770611","ESR11482"
"1228","ES770611","ESR11483"
"1229","ES770612","ESR11386"
"1230","ES770612","ESR11387"
"1231","ES770612","ESR11388"
"1232","ES770612","ESR11482"
"1233","ES770612","ESR11483"
"1234","ES770613","ESR11386"
"1235","ES770613","ESR11387"
"1236","ES770613","ESR11388"
"1237","ES770613","ESR11482"
"1238","ES770613","ESR11483"
"1239","ES770614","ESR11386"
"1240","ES770614","ESR11387"
"1241","ES770614","ESR11388"
"1242","ES770614","ESR11482"
"1243","ES770614","ESR11483"
"1244","ES770615","ESR11386"
"1245","ES770615","ESR11387"
"1246","ES770615","ESR11388"
"1247","ES770615","ESR11482"
"1248","ES770615","ESR11483"
"1249","ES770616","ESR11386"
"1250","ES770616","ESR11387"
"1251","ES770616","ESR11388"
"1252","ES770616","ESR11482"
"1253","ES770616","ESR11483"
"1254","ES770617","ESR11386"
"1255","ES770617","ESR11387"
"1256","ES770617","ESR11388"
"1257","ES770617","ESR11482"
"1258","ES770617","ESR11483"
"1259","ES770618","ESR11386"
"1260","ES770618","ESR11387"
"1261","ES770618","ESR11388"
"1262","ES770618","ESR11482"
"1263","ES770618","ESR11483"
"1264","ES770619","ESR11386"
"1265","ES770619","ESR11387"
"1266","ES770619","ESR11388"
"1267","ES770619","ESR11482"
"1268","ES770619","ESR11483"
"1269","ES770620","ESR11386"
"1270","ES770620","ESR11387"
"1271","ES770620","ESR11388"
"1272","ES770620","ESR11482"
"1273","ES770620","ESR11483"
"1274","ES770621","ESR11386"
"1275","ES770621","ESR11387"
"1276","ES770621","ESR11388"
"1277","ES770621","ESR11482"
"1278","ES770621","ESR11483"
"1279","ES770622","ESR11386"
"1280","ES770622","ESR11387"
"1281","ES770622","ESR11388"
"1282","ES770622","ESR11482"
"1283","ES770622","ESR11483"
"1284","ES770623","ESR11386"
"1285","ES770623","ESR11387"
"1286","ES770623","ESR11388"
"1287","ES770623","ESR11482"
"1288","ES770623","ESR11483"
"1289","ES770624","ESR11386"
"1290","ES770624","ESR11387"
"1291","ES770624","ESR11388"
"1292","ES770624","ESR11482"
"1293","ES770624","ESR11483"
"1294","ES770625","ESR11386"
"1295","ES770625","ESR11387"
"1296","ES770625","ESR11388"
"1297","ES770625","ESR11482"
"1298","ES770625","ESR11483"
"1299","ES770626","ESR11386"
"1300","ES770626","ESR11387"
"1301","ES770626","ESR11388"
"1302","ES770626","ESR11482"
"1303","ES770626","ESR11483"
"1304","ES770627","ESR11386"
"1305","ES770627","ESR11387"
"1306","ES770627","ESR11388"
"1307","ES770627","ESR11482"
"1308","ES770627","ESR11483"
"1309","ES770628","ESR11386"
"1310","ES770628","ESR11387"
"1311","ES770628","ESR11388"
"1312","ES770628","ESR11482"
"1313","ES770628","ESR11483"
"1314","ES770629","ESR11386"
"1315","ES770629","ESR11387"
"1316","ES770629","ESR11388"
"1317","ES770629","ESR11482"
"1318","ES770629","ESR11483"
"1319","ES770630","ESR11386"
"1320","ES770630","ESR11387"
"1321","ES770630","ESR11388"
"1322","ES770630","ESR11482"
"1323","ES770630","ESR11483"
"1324","ES770631","ESR11386"
"1325","ES770631","ESR11387"
"1326","ES770631","ESR11388"
"1327","ES770631","ESR11482"
"1328","ES770631","ESR11483"
"1329","ES770632","ESR11386"
"1330","ES770632","ESR11387"
"1331","ES770632","ESR11388"
"1332","ES770632","ESR11482"
"1333","ES770632","ESR11483"
"1334","ES770633","ESR11386"
"1335","ES770633","ESR11387"
"1336","ES770633","ESR11388"
"1337","ES770633","ESR11482"
"1338","ES770633","ESR11483"
"1339","ES770634","ESR11386"
"1340","ES770634","ESR11387"
"1341","ES770634","ESR11388"
"1342","ES770634","ESR11482"
"1343","ES770634","ESR11483"
"1344","ES770635","ESR11386"
"1345","ES770635","ESR11387"
"1346","ES770635","ESR11388"
"1347","ES770635","ESR11482"
"1348","ES770635","ESR11483"
"1349","ES770636","ESR11386"
"1350","ES770636","ESR11387"
"1351","ES770636","ESR11388"
"1352","ES770636","ESR11482"
"1353","ES770636","ESR11483"
"1354","ES770637","ESR11386"
"1355","ES770637","ESR11387"
"1356","ES770637","ESR11388"
"1357","ES770637","ESR11482"
"1358","ES770637","ESR11483"
"1359","ES770638","ESR11386"
"1360","ES770638","ESR11387"
"1361","ES770638","ESR11388"
"1362","ES770638","ESR11482"
"1363","ES770638","ESR11483"
"1364","ES770639","ESR11386"
"1365","ES770639","ESR11387"
"1366","ES770639","ESR11388"
"1367","ES770639","ESR11482"
"1368","ES770639","ESR11483"
"1369","ES770640","ESR11386"
"1370","ES770640","ESR11387"
"1371","ES770640","ESR11388"
"1372","ES770640","ESR11482"
"1373","ES770640","ESR11483"
"1374","ES770641","ESR11386"
"1375","ES770641","ESR11387"
"1376","ES770641","ESR11388"
"1377","ES770641","ESR11482"
"1378","ES770641","ESR11483"
"1379","ES770642","ESR11386"
"1380","ES770642","ESR11387"
"1381","ES770642","ESR11388"
"1382","ES770642","ESR11482"
"1383","ES770642","ESR11483"
"1384","ES770643","ESR11386"
"1385","ES770643","ESR11387"
"1386","ES770643","ESR11388"
"1387","ES770643","ESR11482"
"1388","ES770643","ESR11483"
"1389","ES770644","ESR11386"
"1390","ES770644","ESR11387"
"1391","ES770644","ESR11388"
"1392","ES770644","ESR11482"
"1393","ES770644","ESR11483"
"1394","ES770645","ESR11386"
"1395","ES770645","ESR11387"
"1396","ES770645","ESR11388"
"1397","ES770645","ESR11482"
"1398","ES770645","ESR11483"
"1399","ES770646","ESR11386"
"1400","ES770646","ESR11387"
"1401","ES770646","ESR11388"
"1402","ES770646","ESR11482"
"1403","ES770646","ESR11483"
"1404","ES770647","ESR11386"
"1405","ES770647","ESR11387"
"1406","ES770647","ESR11388"
"1407","ES770647","ESR11482"
"1408","ES770647","ESR11483"
"1409","ES770648","ESR11386"
"1410","ES770648","ESR11387"
"1411","ES770648","ESR11388"
"1412","ES770648","ESR11482"
"1413","ES770648","ESR11483"
"1414","ES770649","ESR11386"
"1415","ES770649","ESR11387"
"1416","ES770649","ESR11388"
"1417","ES770649","ESR11482"
"1418","ES770649","ESR11483"
"1419","ES770650","ESR11386"
"1420","ES770650","ESR11387"
"1421","ES770650","ESR11388"
"1422","ES770650","ESR11482"
"1423","ES770650","ESR11483"
"1424","ES770651","ESR11386"
"1425","ES770651","ESR11387"
"1426","ES770651","ESR11388"
"1427","ES770651","ESR11482"
"1428","ES770651","ESR11483"
"1429","ES770652","ESR11386"
"1430","ES770652","ESR11387"
"1431","ES770652","ESR11388"
"1432","ES770652","ESR11482"
"1433","ES770652","ESR11483"
"1434","ES770653","ESR11386"
"1435","ES770653","ESR11387"
"1436","ES770653","ESR11388"
"1437","ES770653","ESR11482"
"1438","ES770653","ESR11483"
"1439","ES770654","ESR11386"
"1440","ES770654","ESR11387"
"1441","ES770654","ESR11388"
"1442","ES770654","ESR11482"
"1443","ES770654","ESR11483"
"1444","ES770655","ESR11386"
"1445","ES770655","ESR11387"
"1446","ES770655","ESR11388"
"1447","ES770655","ESR11482"
"1448","ES770655","ESR11483"
"1449","ES770656","ESR11386"
"1450","ES770656","ESR11387"
"1451","ES770656","ESR11388"
"1452","ES770656","ESR11482"
"1453","ES770656","ESR11483"
"1454","ES770657","ESR11386"
"1455","ES770657","ESR11387"
"1456","ES770657","ESR11388"
"1457","ES770657","ESR11482"
"1458","ES770657","ESR11483"
"1459","ES770658","ESR11386"
"1460","ES770658","ESR11387"
"1461","ES770658","ESR11388"
"1462","ES770658","ESR11482"
"1463","ES770658","ESR11483"
"1464","ES770659","ESR11386"
"1465","ES770659","ESR11387"
"1466","ES770659","ESR11388"
"1467","ES770659","ESR11482"
"1468","ES770659","ESR11483"
"1469","ES770660","ESR11386"
"1470","ES770660","ESR11387"
"1471","ES770660","ESR11388"
"1472","ES770660","ESR11482"
"1473","ES770660","ESR11483"
"1474","ES770661","ESR11386"
"1475","ES770661","ESR11387"
"1476","ES770661","ESR11388"
"1477","ES770661","ESR11482"
"1478","ES770661","ESR11483"
"1479","ES770662","ESR11386"
"1480","ES770662","ESR11387"
"1481","ES770662","ESR11388"
"1482","ES770662","ESR11482"
"1483","ES770662","ESR11483"
"1484","ES770663","ESR11386"
"1485","ES770663","ESR11387"
"1486","ES770663","ESR11388"
"1487","ES770663","ESR11482"
"1488","ES770663","ESR11483"
"1489","ES770664","ESR11386"
"1490","ES770664","ESR11387"
"1491","ES770664","ESR11388"
"1492","ES770664","ESR11482"
"1493","ES770664","ESR11483"
"1494","ES770665","ESR11386"
"1495","ES770665","ESR11387"
"1496","ES770665","ESR11388"
"1497","ES770665","ESR11482"
"1498","ES770665","ESR11483"
"1499","ES770666","ESR11386"
"1500","ES770666","ESR11387"
"1501","ES770666","ESR11388"
"1502","ES770666","ESR11482"
"1503","ES770666","ESR11483"
"1504","ES770667","ESR11386"
"1505","ES770667","ESR11387"
"1506","ES770667","ESR11388"
"1507","ES770667","ESR11482"
"1508","ES770667","ESR11483"
"1509","ES770668","ESR11386"
"1510","ES770668","ESR11387"
"1511","ES770668","ESR11388"
"1512","ES770668","ESR11482"
"1513","ES770668","ESR11483"
"1514","ES770669","ESR11386"
"1515","ES770669","ESR11387"
"1516","ES770669","ESR11388"
"1517","ES770669","ESR11482"
"1518","ES770669","ESR11483"
"1519","ES770670","ESR11386"
"1520","ES770670","ESR11387"
"1521","ES770670","ESR11388"
"1522","ES770670","ESR11482"
"1523","ES770670","ESR11483"
"1524","ES770671","ESR11386"
"1525","ES770671","ESR11387"
"1526","ES770671","ESR11388"
"1527","ES770671","ESR11482"
"1528","ES770671","ESR11483"
"1529","ES770672","ESR11386"
"1530","ES770672","ESR11387"
"1531","ES770672","ESR11388"
"1532","ES770672","ESR11482"
"1533","ES770672","ESR11483"
"1534","ES770673","ESR11386"
"1535","ES770673","ESR11387"
"1536","ES770673","ESR11388"
"1537","ES770673","ESR11482"
"1538","ES770673","ESR11483"
"1539","ES770674","ESR11386"
"1540","ES770674","ESR11387"
"1541","ES770674","ESR11388"
"1542","ES770674","ESR11482"
"1543","ES770674","ESR11483"
"1544","ES770675","ESR11386"
"1545","ES770675","ESR11387"
"1546","ES770675","ESR11388"
"1547","ES770675","ESR11482"
"1548","ES770675","ESR11483"
"1549","ES770676","ESR11386"
"1550","ES770676","ESR11387"
"1551","ES770676","ESR11388"
"1552","ES770676","ESR11482"
"1553","ES770676","ESR11483"
"1554","ES770677","ESR11386"
"1555","ES770677","ESR11387"
"1556","ES770677","ESR11388"
"1557","ES770677","ESR11482"
"1558","ES770677","ESR11483"
"1559","ES770678","ESR11386"
"1560","ES770678","ESR11387"
"1561","ES770678","ESR11388"
"1562","ES770678","ESR11482"
"1563","ES770678","ESR11483"
"1564","ES770679","ESR11386"
"1565","ES770679","ESR11387"
"1566","ES770679","ESR11388"
"1567","ES770679","ESR11482"
"1568","ES770679","ESR11483"
"1569","ES770680","ESR11386"
"1570","ES770680","ESR11387"
"1571","ES770680","ESR11388"
"1572","ES770680","ESR11482"
"1573","ES770680","ESR11483"
"1574","ES770681","ESR11386"
"1575","ES770681","ESR11387"
"1576","ES770681","ESR11388"
"1577","ES770681","ESR11482"
"1578","ES770681","ESR11483"
"1579","ES770682","ESR11386"
"1580","ES770682","ESR11387"
"1581","ES770682","ESR11388"
"1582","ES770682","ESR11482"
"1583","ES770682","ESR11483"
"1584","ES770683","ESR11386"
"1585","ES770683","ESR11387"
"1586","ES770683","ESR11388"
"1587","ES770683","ESR11482"
"1588","ES770683","ESR11483"
"1589","ES770684","ESR11386"
"1590","ES770684","ESR11387"
"1591","ES770684","ESR11388"
"1592","ES770684","ESR11482"
"1593","ES770684","ESR11483"
"1594","ES770685","ESR11386"
"1595","ES770685","ESR11387"
"1596","ES770685","ESR11388"
"1597","ES770685","ESR11482"
"1598","ES770685","ESR11483"
"1599","ES770686","ESR11386"
"1600","ES770686","ESR11387"
"1601","ES770686","ESR11388"
"1602","ES770686","ESR11482"
"1603","ES770686","ESR11483"
"1604","ES770687","ESR11386"
"1605","ES770687","ESR11387"
"1606","ES770687","ESR11388"
"1607","ES770687","ESR11482"
"1608","ES770687","ESR11483"
"1609","ES770688","ESR11386"
"1610","ES770688","ESR11387"
"1611","ES770688","ESR11388"
"1612","ES770688","ESR11482"
"1613","ES770688","ESR11483"
"1614","ES770689","ESR11386"
"1615","ES770689","ESR11387"
"1616","ES770689","ESR11388"
"1617","ES770689","ESR11482"
"1618","ES770689","ESR11483"
"1619","ES770690","ESR11386"
"1620","ES770690","ESR11387"
"1621","ES770690","ESR11388"
"1622","ES770690","ESR11482"
"1623","ES770690","ESR11483"
"1624","ES770691","ESR11386"
"1625","ES770691","ESR11387"
"1626","ES770691","ESR11388"
"1627","ES770691","ESR11482"
"1628","ES770691","ESR11483"
"1629","ES770692","ESR11386"
"1630","ES770692","ESR11387"
"1631","ES770692","ESR11388"
"1632","ES770692","ESR11482"
"1633","ES770692","ESR11483"
"1634","ES770693","ESR11386"
"1635","ES770693","ESR11387"
"1636","ES770693","ESR11388"
"1637","ES770693","ESR11482"
"1638","ES770693","ESR11483"
"1639","ES770694","ESR11386"
"1640","ES770694","ESR11387"
"1641","ES770694","ESR11388"
"1642","ES770694","ESR11482"
"1643","ES770694","ESR11483"
"1644","ES770695","ESR11386"
"1645","ES770695","ESR11387"
"1646","ES770695","ESR11388"
"1647","ES770695","ESR11482"
"1648","ES770695","ESR11483"
"1649","ES770696","ESR11386"
"1650","ES770696","ESR11387"
"1651","ES770696","ESR11388"
"1652","ES770696","ESR11482"
"1653","ES770696","ESR11483"
"1654","ES770697","ESR11386"
"1655","ES770697","ESR11387"
"1656","ES770697","ESR11388"
"1657","ES770697","ESR11482"
"1658","ES770697","ESR11483"
"1659","ES770698","ESR11386"
"1660","ES770698","ESR11387"
"1661","ES770698","ESR11388"
"1662","ES770698","ESR11482"
"1663","ES770698","ESR11483"
"1664","ES770699","ESR11386"
"1665","ES770699","ESR11387"
"1666","ES770699","ESR11388"
"1667","ES770699","ESR11482"
"1668","ES770699","ESR11483"
"1669","ES770700","ESR11386"
"1670","ES770700","ESR11387"
"1671","ES770700","ESR11388"
"1672","ES770700","ESR11482"
"1673","ES770700","ESR11483"
"1674","ES770701","ESR11386"
"1675","ES770701","ESR11387"
"1676","ES770701","ESR11388"
"1677","ES770701","ESR11482"
"1678","ES770701","ESR11483"
"1679","ES770702","ESR11386"
"1680","ES770702","ESR11387"
"1681","ES770702","ESR11388"
"1682","ES770702","ESR11482"
"1683","ES770702","ESR11483"
"1684","ES770703","ESR11386"
"1685","ES770703","ESR11387"
"1686","ES770703","ESR11388"
"1687","ES770703","ESR11482"
"1688","ES770703","ESR11483"
"1689","ES770704","ESR11386"
"1690","ES770704","ESR11387"
"1691","ES770704","ESR11388"
"1692","ES770704","ESR11482"
"1693","ES770704","ESR11483"
"1694","ES770705","ESR11386"
"1695","ES770705","ESR11387"
"1696","ES770705","ESR11388"
"1697","ES770705","ESR11482"
"1698","ES770705","ESR11483"
"1699","ES770706","ESR11386"
"1700","ES770706","ESR11387"
"1701","ES770706","ESR11388"
"1702","ES770706","ESR11482"
"1703","ES770706","ESR11483"
"1704","ES770707","ESR11386"
"1705","ES770707","ESR11387"
"1706","ES770707","ESR11388"
"1707","ES770707","ESR11482"
"1708","ES770707","ESR11483"
"1709","ES770708","ESR11386"
"1710","ES770708","ESR11387"
"1711","ES770708","ESR11388"
"1712","ES770708","ESR11482"
"1713","ES770708","ESR11483"
"1714","ES770709","ESR11482"
"1715","ES770709","ESR11483"
"1716","ES770710","ESR11482"
"1717","ES770710","ESR11483"
"1718","ES770711","ESR11482"
"1719","ES770711","ESR11483"
"1720","ES770712","ESR11482"
"1721","ES770712","ESR11483"
"1722","ES770713","ESR11482"
"1723","ES770713","ESR11483"
"1724","ES770714","ESR11482"
"1725","ES770714","ESR11483"
"1726","ES770715","ESR11482"
"1727","ES770715","ESR11483"
"1728","ES770716","ESR11482"
"1729","ES770716","ESR11483"
"1730","ES770717","ESR11482"
"1731","ES770717","ESR11483"
"1732","ES770718","ESR11482"
"1733","ES770718","ESR11483"
"1734","ES770719","ESR11482"
"1735","ES770719","ESR11483"
"1736","ES770720","ESR11482"
"1737","ES770720","ESR11483"
"1738","ES770721","ESR11482"
"1739","ES770721","ESR11483"
"1740","ES770722","ESR11482"
"1741","ES770722","ESR11483"
"1742","ES770723","ESR11482"
"1743","ES770723","ESR11483"
"1744","ES770724","ESR11482"
"1745","ES770724","ESR11483"
"1746","ES770725","ESR11482"
"1747","ES770725","ESR11483"
"1748","ES770726","ESR11482"
"1749","ES770726","ESR11483"
"1750","ES770727","ESR11482"
"1751","ES770727","ESR11483"
"1752","ES770728","ESR11482"
"1753","ES770728","ESR11483"
"1754","ES770729","ESR11482"
"1755","ES770729","ESR11483"
"1756","ES770730","ESR11482"
"1757","ES770730","ESR11483"
"1758","ES770731","ESR11482"
"1759","ES770731","ESR11483"
"1760","ES770732","ESR11482"
"1761","ES770732","ESR11483"
"1762","ES770733","ESR11482"
"1763","ES770733","ESR11483"
"1764","ES770734","ESR11482"
"1765","ES770734","ESR11483"
"1766","ES770735","ESR11482"
"1767","ES770735","ESR11483"
"1768","ES770736","ESR11482"
"1769","ES770736","ESR11483"
"1770","ES770737","ESR11482"
"1771","ES770737","ESR11483"
"1772","ES770738","ESR11482"
"1773","ES770738","ESR11483"
"1774","ES770739","ESR11482"
"1775","ES770739","ESR11483"
"1776","ES770740","ESR11482"
"1777","ES770740","ESR11483"
"1778","ES770741","ESR11482"
"1779","ES770741","ESR11483"
"1780","ES770742","ESR11482"
"1781","ES770742","ESR11483"
"1782","ES770743","ESR11482"
"1783","ES770743","ESR11483"
"1784","ES770744","ESR11482"
"1785","ES770744","ESR11483"
"1786","ES770745","ESR11482"
"1787","ES770745","ESR11483"
"1788","ES770746","ESR11482"
"1789","ES770746","ESR11483"
"1790","ES770747","ESR11482"
"1791","ES770747","ESR11483"
"1792","ES770748","ESR11482"
"1793","ES770748","ESR11483"
"1794","ES770749","ESR11482"
"1795","ES770749","ESR11483"
"1796","ES770750","ESR11482"
"1797","ES770750","ESR11483"
"1798","ES770751","ESR11482"
"1799","ES770751","ESR11483"
"1800","ES770752","ESR11482"
"1801","ES770752","ESR11483"
"1802","ES770753","ESR11482"
"1803","ES770753","ESR11483"
"1804","ES770754","ESR11482"
"1805","ES770754","ESR11483"
