"","EXPSAMPLE_ACCESSION","REAGENT_ACCESSION"
"2678","ES789790","ESR12503"
"2679","ES789790","ESR12504"
"2680","ES789790","ESR12505"
"2681","ES789790","ESR12506"
"2682","ES789790","ESR12507"
"2683","ES789790","ESR12508"
"2684","ES789790","ESR12509"
"2685","ES789791","ESR12499"
"2686","ES789791","ESR12500"
"2687","ES789791","ESR12501"
"2688","ES789791","ESR12502"
"2689","ES789791","ESR12503"
"2690","ES789791","ESR12504"
"2691","ES789791","ESR12505"
"2692","ES789791","ESR12506"
"2693","ES789791","ESR12507"
"2694","ES789791","ESR12508"
"2695","ES789791","ESR12509"
"2696","ES789792","ESR12499"
"2697","ES789792","ESR12500"
"2698","ES789792","ESR12501"
"2699","ES789792","ESR12502"
"2700","ES789792","ESR12503"
"2701","ES789792","ESR12504"
"2702","ES789792","ESR12505"
"2703","ES789792","ESR12506"
"2704","ES789792","ESR12507"
"2705","ES789792","ESR12508"
"2706","ES789792","ESR12509"
"2707","ES789793","ESR12499"
"2708","ES789793","ESR12500"
"2709","ES789793","ESR12501"
"2710","ES789793","ESR12502"
"2711","ES789793","ESR12503"
"2712","ES789793","ESR12504"
"2713","ES789793","ESR12505"
"2714","ES789793","ESR12506"
"2715","ES789793","ESR12507"
"2716","ES789793","ESR12508"
"2717","ES789793","ESR12509"
"2718","ES789794","ESR12499"
"2719","ES789794","ESR12500"
"2720","ES789794","ESR12501"
"2721","ES789794","ESR12502"
"2722","ES789794","ESR12503"
"2723","ES789794","ESR12504"
"2724","ES789794","ESR12505"
"2725","ES789794","ESR12506"
"2726","ES789794","ESR12507"
"2727","ES789794","ESR12508"
"2728","ES789794","ESR12509"
"2729","ES789795","ESR12499"
"2730","ES789795","ESR12500"
"2731","ES789795","ESR12501"
"2732","ES789795","ESR12502"
"2733","ES789795","ESR12503"
"2734","ES789795","ESR12504"
"2735","ES789795","ESR12505"
"2736","ES789795","ESR12506"
"2737","ES789795","ESR12507"
"2738","ES789795","ESR12508"
"2739","ES789795","ESR12509"
"2740","ES789796","ESR12499"
"2741","ES789796","ESR12500"
"2742","ES789796","ESR12501"
"2743","ES789796","ESR12502"
"2744","ES789796","ESR12503"
"2745","ES789796","ESR12504"
"2746","ES789796","ESR12505"
"2747","ES789796","ESR12506"
"2748","ES789796","ESR12507"
"2749","ES789796","ESR12508"
"2750","ES789796","ESR12509"
"2751","ES789797","ESR12499"
"2752","ES789797","ESR12500"
"2753","ES789797","ESR12501"
"2754","ES789797","ESR12502"
"2755","ES789797","ESR12503"
"2756","ES789797","ESR12504"
"2757","ES789797","ESR12505"
"2758","ES789797","ESR12506"
"2759","ES789797","ESR12507"
"2760","ES789797","ESR12508"
"2761","ES789797","ESR12509"
"2762","ES789798","ESR12499"
"2763","ES789798","ESR12500"
"2764","ES789798","ESR12501"
"2765","ES789798","ESR12502"
"2766","ES789798","ESR12503"
"2767","ES789798","ESR12504"
"2768","ES789798","ESR12505"
"2769","ES789798","ESR12506"
"2770","ES789798","ESR12507"
"2771","ES789798","ESR12508"
"2772","ES789798","ESR12509"
"2773","ES789799","ESR12499"
"2774","ES789799","ESR12500"
"2775","ES789799","ESR12501"
"2776","ES789799","ESR12502"
"2777","ES789799","ESR12503"
"2778","ES789799","ESR12504"
"2779","ES789799","ESR12505"
"2780","ES789799","ESR12506"
"2781","ES789799","ESR12507"
"2782","ES789799","ESR12508"
"2783","ES789799","ESR12509"
"2784","ES789800","ESR12499"
"2785","ES789800","ESR12500"
"2786","ES789800","ESR12501"
"2787","ES789800","ESR12502"
"2788","ES789800","ESR12503"
"2789","ES789800","ESR12504"
"2790","ES789800","ESR12505"
"2791","ES789800","ESR12506"
"2792","ES789800","ESR12507"
"2793","ES789800","ESR12508"
"2794","ES789800","ESR12509"
"2795","ES789801","ESR12499"
"2796","ES789801","ESR12500"
"2797","ES789801","ESR12501"
"2798","ES789801","ESR12502"
"2799","ES789801","ESR12503"
"2800","ES789801","ESR12504"
"2801","ES789801","ESR12505"
"2802","ES789801","ESR12506"
"2803","ES789801","ESR12507"
"2804","ES789801","ESR12508"
"2805","ES789801","ESR12509"
"2806","ES789802","ESR12499"
"2807","ES789802","ESR12500"
"2808","ES789802","ESR12501"
"2809","ES789802","ESR12502"
"2810","ES789802","ESR12503"
"2811","ES789802","ESR12504"
"2812","ES789802","ESR12505"
"2813","ES789802","ESR12506"
"2814","ES789802","ESR12507"
"2815","ES789802","ESR12508"
"2816","ES789802","ESR12509"
"2817","ES789803","ESR12499"
"2818","ES789803","ESR12500"
"2819","ES789803","ESR12501"
"2820","ES789803","ESR12502"
"2821","ES789803","ESR12503"
"2822","ES789803","ESR12504"
"2823","ES789803","ESR12505"
"2824","ES789803","ESR12506"
"2825","ES789803","ESR12507"
"2826","ES789803","ESR12508"
"2827","ES789803","ESR12509"
"2828","ES789804","ESR12499"
"2829","ES789804","ESR12500"
"2830","ES789804","ESR12501"
"2831","ES789804","ESR12502"
"2832","ES789804","ESR12503"
"2833","ES789804","ESR12504"
"2834","ES789804","ESR12505"
"2835","ES789804","ESR12506"
"2836","ES789804","ESR12507"
"2837","ES789804","ESR12508"
"2838","ES789804","ESR12509"
"2839","ES789805","ESR12499"
"2840","ES789805","ESR12500"
"2841","ES789805","ESR12501"
"2842","ES789805","ESR12502"
"2843","ES789805","ESR12503"
"2844","ES789805","ESR12504"
"2845","ES789805","ESR12505"
"2846","ES789805","ESR12506"
"2847","ES789805","ESR12507"
"2848","ES789805","ESR12508"
"2849","ES789805","ESR12509"
"2850","ES789806","ESR12499"
"2851","ES789806","ESR12500"
"2852","ES789806","ESR12501"
"2853","ES789806","ESR12502"
"2854","ES789806","ESR12503"
"2855","ES789806","ESR12504"
"2856","ES789806","ESR12505"
"2857","ES789806","ESR12506"
"2858","ES789806","ESR12507"
"2859","ES789806","ESR12508"
"2860","ES789806","ESR12509"
"2861","ES789807","ESR12499"
"2862","ES789807","ESR12500"
"2863","ES789807","ESR12501"
"2864","ES789807","ESR12502"
"2865","ES789807","ESR12503"
"2866","ES789807","ESR12504"
"2867","ES789807","ESR12505"
"2868","ES789807","ESR12506"
"2869","ES789807","ESR12507"
"2870","ES789807","ESR12508"
"2871","ES789807","ESR12509"
"2872","ES789808","ESR12499"
"2873","ES789808","ESR12500"
"2874","ES789808","ESR12501"
"2875","ES789808","ESR12502"
"2876","ES789808","ESR12503"
"2877","ES789808","ESR12504"
"2878","ES789808","ESR12505"
"2879","ES789808","ESR12506"
"2880","ES789808","ESR12507"
"2881","ES789808","ESR12508"
"2882","ES789808","ESR12509"
"2883","ES789809","ESR12499"
"2884","ES789809","ESR12500"
"2885","ES789809","ESR12501"
"2886","ES789809","ESR12502"
"2887","ES789809","ESR12503"
"2888","ES789809","ESR12504"
"2889","ES789809","ESR12505"
"2890","ES789809","ESR12506"
"2891","ES789809","ESR12507"
"2892","ES789809","ESR12508"
"2893","ES789809","ESR12509"
"2894","ES789810","ESR12499"
"2895","ES789810","ESR12500"
"2896","ES789810","ESR12501"
"2897","ES789810","ESR12502"
"2898","ES789810","ESR12503"
"2899","ES789810","ESR12504"
"2900","ES789810","ESR12505"
"2901","ES789810","ESR12506"
"2902","ES789810","ESR12507"
"2903","ES789810","ESR12508"
"2904","ES789810","ESR12509"
"2905","ES789811","ESR12499"
"2906","ES789811","ESR12500"
"2907","ES789811","ESR12501"
"2908","ES789811","ESR12502"
"2909","ES789811","ESR12503"
"2910","ES789811","ESR12504"
"2911","ES789811","ESR12505"
"2912","ES789811","ESR12506"
"2913","ES789811","ESR12507"
"2914","ES789811","ESR12508"
"2915","ES789811","ESR12509"
"2916","ES789812","ESR12499"
"2917","ES789812","ESR12500"
"2918","ES789812","ESR12501"
"2919","ES789812","ESR12502"
"2920","ES789812","ESR12503"
"2921","ES789812","ESR12504"
"2922","ES789812","ESR12505"
"2923","ES789812","ESR12506"
"2924","ES789812","ESR12507"
"2925","ES789812","ESR12508"
"2926","ES789812","ESR12509"
"2927","ES789813","ESR12499"
"2928","ES789813","ESR12500"
"2929","ES789813","ESR12501"
"2930","ES789813","ESR12502"
"2931","ES789813","ESR12503"
"2932","ES789813","ESR12504"
"2933","ES789813","ESR12505"
"2934","ES789813","ESR12506"
"2935","ES789813","ESR12507"
"2936","ES789813","ESR12508"
"2937","ES789813","ESR12509"
"2938","ES789814","ESR12499"
"2939","ES789814","ESR12500"
"2940","ES789814","ESR12501"
"2941","ES789814","ESR12502"
"2942","ES789814","ESR12503"
"2943","ES789814","ESR12504"
"2944","ES789814","ESR12505"
"2945","ES789814","ESR12506"
"2946","ES789814","ESR12507"
"2947","ES789814","ESR12508"
"2948","ES789814","ESR12509"
"2949","ES789815","ESR12499"
"2950","ES789815","ESR12500"
"2951","ES789815","ESR12501"
"2952","ES789815","ESR12502"
"2953","ES789815","ESR12503"
"2954","ES789815","ESR12504"
"2955","ES789815","ESR12505"
"2956","ES789815","ESR12506"
"2957","ES789815","ESR12507"
"2958","ES789815","ESR12508"
"2959","ES789815","ESR12509"
"2960","ES789816","ESR12499"
"2961","ES789816","ESR12500"
"2962","ES789816","ESR12501"
"2963","ES789816","ESR12502"
"2964","ES789816","ESR12503"
"2965","ES789816","ESR12504"
"2966","ES789816","ESR12505"
"2967","ES789816","ESR12506"
"2968","ES789816","ESR12507"
"2969","ES789816","ESR12508"
"2970","ES789816","ESR12509"
"2971","ES789817","ESR12499"
"2972","ES789817","ESR12500"
"2973","ES789817","ESR12501"
"2974","ES789817","ESR12502"
"2975","ES789817","ESR12503"
"2976","ES789817","ESR12504"
"2977","ES789817","ESR12505"
"2978","ES789817","ESR12506"
"2979","ES789817","ESR12507"
"2980","ES789817","ESR12508"
"2981","ES789817","ESR12509"
"2982","ES789818","ESR12499"
"2983","ES789818","ESR12500"
"2984","ES789818","ESR12501"
"2985","ES789818","ESR12502"
"2986","ES789818","ESR12503"
"2987","ES789818","ESR12504"
"2988","ES789818","ESR12505"
"2989","ES789818","ESR12506"
"2990","ES789818","ESR12507"
"2991","ES789818","ESR12508"
"2992","ES789818","ESR12509"
"2993","ES789819","ESR12499"
"2994","ES789819","ESR12500"
"2995","ES789819","ESR12501"
"2996","ES789819","ESR12502"
"2997","ES789819","ESR12503"
"2998","ES789819","ESR12504"
"2999","ES789819","ESR12505"
"3000","ES789819","ESR12506"
"3001","ES789819","ESR12507"
"3002","ES789819","ESR12508"
"3003","ES789819","ESR12509"
"3004","ES789820","ESR12499"
"3005","ES789820","ESR12500"
"3006","ES789820","ESR12501"
"3007","ES789820","ESR12502"
"3008","ES789820","ESR12503"
"3009","ES789820","ESR12504"
"3010","ES789820","ESR12505"
"3011","ES789820","ESR12506"
"3012","ES789820","ESR12507"
"3013","ES789820","ESR12508"
"3014","ES789820","ESR12509"
"3015","ES789821","ESR12499"
"3016","ES789821","ESR12500"
"3017","ES789821","ESR12501"
"3018","ES789821","ESR12502"
"3019","ES789821","ESR12503"
"3020","ES789821","ESR12504"
"3021","ES789821","ESR12505"
"3022","ES789821","ESR12506"
"3023","ES789821","ESR12507"
"3024","ES789821","ESR12508"
"3025","ES789821","ESR12509"
"3026","ES789822","ESR12499"
"3027","ES789822","ESR12500"
"3028","ES789822","ESR12501"
"3029","ES789822","ESR12502"
"3030","ES789822","ESR12503"
"3031","ES789822","ESR12504"
"3032","ES789822","ESR12505"
"3033","ES789822","ESR12506"
"3034","ES789822","ESR12507"
"3035","ES789822","ESR12508"
"3036","ES789822","ESR12509"
"3037","ES789823","ESR12499"
"3038","ES789823","ESR12500"
"3039","ES789823","ESR12501"
"3040","ES789823","ESR12502"
"3041","ES789823","ESR12503"
"3042","ES789823","ESR12504"
"3043","ES789823","ESR12505"
"3044","ES789823","ESR12506"
"3045","ES789823","ESR12507"
"3046","ES789823","ESR12508"
"3047","ES789823","ESR12509"
"3048","ES789824","ESR12499"
"3049","ES789824","ESR12500"
"3050","ES789824","ESR12501"
"3051","ES789824","ESR12502"
"3052","ES789824","ESR12503"
"3053","ES789824","ESR12504"
"3054","ES789824","ESR12505"
"3055","ES789824","ESR12506"
"3056","ES789824","ESR12507"
"3057","ES789824","ESR12508"
"3058","ES789824","ESR12509"
"3059","ES789825","ESR12499"
"3060","ES789825","ESR12500"
"3061","ES789825","ESR12501"
"3062","ES789825","ESR12502"
"3063","ES789825","ESR12503"
"3064","ES789825","ESR12504"
"3065","ES789825","ESR12505"
"3066","ES789825","ESR12506"
"3067","ES789825","ESR12507"
"3068","ES789825","ESR12508"
"3069","ES789825","ESR12509"
"3070","ES798660","ESR11417"
"3071","ES798661","ESR11418"
"3072","ES798662","ESR11419"
"3073","ES798663","ESR11417"
"3074","ES798664","ESR11418"
"3075","ES798665","ESR11419"
"3076","ES798666","ESR11417"
"3077","ES798667","ESR11418"
"3078","ES798668","ESR11419"
"3079","ES798669","ESR11417"
"3080","ES798670","ESR11418"
"3081","ES798671","ESR11419"
"3082","ES798672","ESR11417"
"3083","ES798673","ESR11418"
"3084","ES798674","ESR11419"
"3085","ES798675","ESR11417"
"3086","ES798676","ESR11418"
"3087","ES798677","ESR11419"
"3088","ES798678","ESR11417"
"3089","ES798679","ESR11418"
"3090","ES798680","ESR11419"
"3091","ES798681","ESR11417"
"3092","ES798682","ESR11418"
"3093","ES798683","ESR11419"
"3094","ES798684","ESR11417"
"3095","ES798685","ESR11418"
"3096","ES798686","ESR11419"
"3097","ES798687","ESR11417"
"3098","ES798688","ESR11418"
"3099","ES798689","ESR11419"
"3100","ES798690","ESR11417"
"3101","ES798691","ESR11418"
"3102","ES798692","ESR11419"
"3103","ES798693","ESR11417"
"3104","ES798694","ESR11418"
"3105","ES798695","ESR11419"
"3106","ES798696","ESR11417"
"3107","ES798697","ESR11418"
"3108","ES798698","ESR11419"
"3109","ES798699","ESR11417"
"3110","ES798700","ESR11418"
"3111","ES798701","ESR11419"
"3112","ES798702","ESR11417"
"3113","ES798703","ESR11418"
"3114","ES798704","ESR11419"
"3115","ES798705","ESR11417"
"3116","ES798706","ESR11418"
"3117","ES798707","ESR11419"
"3118","ES798708","ESR11417"
"3119","ES798709","ESR11418"
"3120","ES798710","ESR11419"
"3121","ES798711","ESR11417"
"3122","ES798712","ESR11418"
"3123","ES798713","ESR11419"
"3124","ES798714","ESR11417"
"3125","ES798715","ESR11418"
"3126","ES798716","ESR11419"
"3127","ES798717","ESR11417"
"3128","ES798718","ESR11418"
"3129","ES798719","ESR11419"
"3130","ES798720","ESR11417"
"3131","ES798721","ESR11418"
"3132","ES798722","ESR11419"
"3133","ES798723","ESR11417"
"3134","ES798724","ESR11418"
"3135","ES798725","ESR11419"
"3136","ES798726","ESR11417"
"3137","ES798727","ESR11418"
"3138","ES798728","ESR11419"
"3139","ES798729","ESR11417"
"3140","ES798730","ESR11418"
"3141","ES798731","ESR11419"
"3142","ES798732","ESR11417"
"3143","ES798733","ESR11418"
"3144","ES798734","ESR11419"
"3145","ES798735","ESR11417"
"3146","ES798736","ESR11418"
"3147","ES798737","ESR11419"
"3148","ES798738","ESR11417"
"3149","ES798739","ESR11418"
"3150","ES798740","ESR11419"
"3151","ES798741","ESR11417"
"3152","ES798742","ESR11418"
"3153","ES798743","ESR11419"
"3154","ES798744","ESR11417"
"3155","ES798745","ESR11418"
"3156","ES798746","ESR11419"
"3157","ES798747","ESR11417"
"3158","ES798748","ESR11418"
"3159","ES798749","ESR11419"
"3160","ES798750","ESR11417"
"3161","ES798751","ESR11418"
"3162","ES798752","ESR11419"
"3163","ES798753","ESR11417"
"3164","ES798754","ESR11418"
"3165","ES798755","ESR11419"
"3166","ES798756","ESR11417"
"3167","ES798757","ESR11418"
"3168","ES798758","ESR11419"
"3169","ES798759","ESR11417"
"3170","ES798760","ESR11418"
"3171","ES798761","ESR11419"
"3172","ES798762","ESR11417"
"3173","ES798763","ESR11418"
"3174","ES798764","ESR11419"
"3175","ES798765","ESR11417"
"3176","ES798766","ESR11418"
"3177","ES798767","ESR11419"
"3178","ES798768","ESR11417"
"3179","ES798769","ESR11418"
"3180","ES798770","ESR11419"
"3181","ES798771","ESR11417"
"3182","ES798772","ESR11418"
"3183","ES798773","ESR11419"
"3184","ES798774","ESR11417"
"3185","ES798775","ESR11418"
"3186","ES798776","ESR11419"
"3187","ES798777","ESR11417"
"3188","ES798778","ESR11418"
"3189","ES798779","ESR11419"
"3190","ES798780","ESR11417"
"3191","ES798781","ESR11418"
"3192","ES798782","ESR11419"
"3193","ES798783","ESR11417"
"3194","ES798784","ESR11418"
"3195","ES798785","ESR11419"
"3196","ES798786","ESR11417"
"3197","ES798787","ESR11418"
"3198","ES798788","ESR11419"
"3199","ES798789","ESR11417"
"3200","ES798790","ESR11418"
"3201","ES798791","ESR11419"
"3202","ES798792","ESR11417"
"3203","ES798793","ESR11418"
"3204","ES798794","ESR11419"
"3205","ES798795","ESR11417"
"3206","ES798796","ESR11418"
"3207","ES798797","ESR11419"
"3208","ES798798","ESR11417"
"3209","ES798799","ESR11418"
"3210","ES798800","ESR11419"
"3211","ES798801","ESR11417"
"3212","ES798802","ESR11418"
"3213","ES798803","ESR11419"
"3214","ES798804","ESR11417"
"3215","ES798805","ESR11418"
"3216","ES798806","ESR11419"
"3217","ES798807","ESR11417"
"3218","ES798808","ESR11418"
"3219","ES798809","ESR11419"
"3220","ES798810","ESR11417"
"3221","ES798811","ESR11418"
"3222","ES798812","ESR11419"
"3223","ES798813","ESR11417"
"3224","ES798814","ESR11418"
"3225","ES798815","ESR11419"
"3226","ES798816","ESR11417"
"3227","ES798817","ESR11418"
"3228","ES798818","ESR11419"
"3229","ES798819","ESR11417"
"3230","ES798820","ESR11418"
"3231","ES798821","ESR11419"
"3232","ES798822","ESR11417"
"3233","ES798823","ESR11418"
"3234","ES798824","ESR11419"
"3235","ES798825","ESR11417"
"3236","ES798826","ESR11418"
"3237","ES798827","ESR11419"
"3238","ES798828","ESR11417"
"3239","ES798829","ESR11418"
"3240","ES798830","ESR11419"
"3241","ES798831","ESR11417"
"3242","ES798832","ESR11418"
"3243","ES798833","ESR11419"
"3244","ES798834","ESR11417"
"3245","ES798835","ESR11418"
"3246","ES798836","ESR11419"
"3247","ES798837","ESR11417"
"3248","ES798838","ESR11418"
"3249","ES798839","ESR11419"
"3250","ES798840","ESR11417"
"3251","ES798841","ESR11418"
"3252","ES798842","ESR11419"
"3253","ES798843","ESR11417"
"3254","ES798844","ESR11418"
"3255","ES798845","ESR11419"
"3256","ES798846","ESR11417"
"3257","ES798847","ESR11418"
"3258","ES798848","ESR11419"
"3259","ES798849","ESR11417"
"3260","ES798850","ESR11418"
"3261","ES798851","ESR11419"
"3262","ES798852","ESR11417"
"3263","ES798853","ESR11418"
"3264","ES798854","ESR11419"
"3265","ES798855","ESR11417"
"3266","ES798856","ESR11418"
"3267","ES798857","ESR11419"
"3268","ES798858","ESR11417"
"3269","ES798859","ESR11418"
"3270","ES798860","ESR11419"
"3271","ES798861","ESR11417"
"3272","ES798862","ESR11418"
"3273","ES798863","ESR11419"
"3274","ES798864","ESR11417"
"3275","ES798865","ESR11418"
"3276","ES798866","ESR11419"
"3277","ES798867","ESR11417"
"3278","ES798868","ESR11418"
"3279","ES798869","ESR11419"
"3280","ES798870","ESR11417"
"3281","ES798871","ESR11418"
"3282","ES798872","ESR11419"
"3283","ES798873","ESR11417"
"3284","ES798874","ESR11418"
"3285","ES798875","ESR11419"
"3286","ES798876","ESR11417"
"3287","ES798877","ESR11418"
"3288","ES798878","ESR11419"
"3289","ES798879","ESR11417"
"3290","ES798880","ESR11418"
"3291","ES798881","ESR11419"
"3292","ES798882","ESR11417"
"3293","ES798883","ESR11418"
"3294","ES798884","ESR11419"
"3295","ES798885","ESR11417"
"3296","ES798886","ESR11418"
"3297","ES798887","ESR11419"
"3298","ES798888","ESR11417"
"3299","ES798889","ESR11418"
"3300","ES798890","ESR11419"
"3301","ES798891","ESR11417"
"3302","ES798892","ESR11418"
"3303","ES798893","ESR11419"
"3304","ES798894","ESR11417"
"3305","ES798895","ESR11418"
"3306","ES798896","ESR11419"
"3307","ES798897","ESR11417"
"3308","ES798898","ESR11418"
"3309","ES798899","ESR11419"
"3310","ES798900","ESR11417"
"3311","ES798901","ESR11418"
"3312","ES798902","ESR11419"
"3313","ES798903","ESR11417"
"3314","ES798904","ESR11418"
"3315","ES798905","ESR11419"
"3316","ES798906","ESR11417"
"3317","ES798907","ESR11418"
"3318","ES798908","ESR11419"
"3319","ES798909","ESR11417"
"3320","ES798910","ESR11418"
"3321","ES798911","ESR11419"
"3322","ES798912","ESR11417"
"3323","ES798913","ESR11418"
"3324","ES798914","ESR11419"
"3325","ES798915","ESR11417"
"3326","ES798916","ESR11418"
"3327","ES798917","ESR11419"
"3328","ES798918","ESR11417"
"3329","ES798919","ESR11418"
"3330","ES798920","ESR11419"
"3331","ES798921","ESR11417"
"3332","ES798922","ESR11418"
"3333","ES798923","ESR11419"
"3334","ES798924","ESR11417"
"3335","ES798925","ESR11418"
"3336","ES798926","ESR11419"
"3337","ES798927","ESR11417"
"3338","ES798928","ESR11418"
"3339","ES798929","ESR11419"
"3340","ES798930","ESR11417"
"3341","ES798931","ESR11418"
"3342","ES798932","ESR11419"
"3343","ES798933","ESR11417"
"3344","ES798934","ESR11418"
"3345","ES798935","ESR11419"
"3346","ES798936","ESR11417"
"3347","ES798937","ESR11418"
"3348","ES798938","ESR11419"
"3349","ES798939","ESR11417"
"3350","ES798940","ESR11418"
"3351","ES798941","ESR11419"
"3352","ES798942","ESR11417"
"3353","ES798943","ESR11418"
"3354","ES798944","ESR11419"
"3355","ES798945","ESR11417"
"3356","ES798946","ESR11418"
"3357","ES798947","ESR11419"
"3358","ES798948","ESR11417"
"3359","ES798949","ESR11418"
"3360","ES798950","ESR11419"
"3361","ES798951","ESR11417"
"3362","ES798952","ESR11418"
"3363","ES798953","ESR11419"
"3364","ES798954","ESR11417"
"3365","ES798955","ESR11418"
"3366","ES798956","ESR11419"
"3367","ES798957","ESR11417"
"3368","ES798958","ESR11418"
"3369","ES798959","ESR11419"
"3370","ES798960","ESR11417"
"3371","ES798961","ESR11418"
"3372","ES798962","ESR11419"
"3373","ES798963","ESR11417"
"3374","ES798964","ESR11418"
"3375","ES798965","ESR11419"
"3376","ES798966","ESR11417"
"3377","ES798967","ESR11418"
"3378","ES798968","ESR11419"
"3379","ES798969","ESR11417"
"3380","ES798970","ESR11418"
"3381","ES798971","ESR11419"
"3382","ES798972","ESR11417"
"3383","ES798973","ESR11418"
"3384","ES798974","ESR11419"
"3385","ES798975","ESR11417"
"3386","ES798976","ESR11418"
"3387","ES798977","ESR11419"
"3388","ES798978","ESR11417"
"3389","ES798979","ESR11418"
"3390","ES798980","ESR11419"
"3391","ES798981","ESR11417"
"3392","ES798982","ESR11418"
"3393","ES798983","ESR11419"
"3394","ES798984","ESR11417"
"3395","ES798985","ESR11418"
"3396","ES798986","ESR11419"
"3397","ES798987","ESR11417"
"3398","ES798988","ESR11418"
"3399","ES798989","ESR11419"
"3400","ES798990","ESR11417"
"3401","ES798991","ESR11418"
"3402","ES798992","ESR11419"
"3403","ES798993","ESR11417"
"3404","ES798994","ESR11418"
"3405","ES798995","ESR11419"
"3406","ES798996","ESR11417"
"3407","ES798997","ESR11418"
"3408","ES798998","ESR11419"
"3409","ES798999","ESR11417"
"3410","ES799000","ESR11418"
"3411","ES799001","ESR11419"
"3412","ES799002","ESR11417"
"3413","ES799003","ESR11418"
"3414","ES799004","ESR11419"
"3415","ES799005","ESR11417"
"3416","ES799006","ESR11418"
"3417","ES799007","ESR11419"
"3418","ES799008","ESR11417"
"3419","ES799009","ESR11418"
"3420","ES799010","ESR11419"
"3421","ES799011","ESR11417"
"3422","ES799012","ESR11418"
"3423","ES799013","ESR11419"
"3424","ES799014","ESR11417"
"3425","ES799015","ESR11418"
"3426","ES799016","ESR11419"
"3427","ES799017","ESR11417"
"3428","ES799018","ESR11418"
"3429","ES799019","ESR11419"
"3430","ES799020","ESR11417"
"3431","ES799021","ESR11418"
"3432","ES799022","ESR11419"
"3433","ES799023","ESR11417"
"3434","ES799024","ESR11418"
"3435","ES799025","ESR11419"
"3436","ES799026","ESR11417"
"3437","ES799027","ESR11418"
"3438","ES799028","ESR11419"
"3439","ES799029","ESR11417"
"3440","ES799030","ESR11418"
"3441","ES799031","ESR11419"
"3442","ES799032","ESR11417"
"3443","ES799033","ESR11418"
"3444","ES799034","ESR11419"
"3445","ES799035","ESR11417"
"3446","ES799036","ESR11418"
"3447","ES799037","ESR11419"
"3448","ES799038","ESR11417"
"3449","ES799039","ESR11418"
"3450","ES799040","ESR11419"
"3451","ES799041","ESR11417"
"3452","ES799042","ESR11418"
"3453","ES799043","ESR11419"
"3454","ES799044","ESR11417"
"3455","ES799045","ESR11418"
"3456","ES799046","ESR11419"
"3457","ES799047","ESR11417"
"3458","ES799048","ESR11418"
"3459","ES799049","ESR11419"
"3460","ES799050","ESR11417"
"3461","ES799051","ESR11418"
"3462","ES799052","ESR11419"
"3463","ES799053","ESR11417"
"3464","ES799054","ESR11418"
"3465","ES799055","ESR11419"
"3466","ES799056","ESR11417"
"3467","ES799057","ESR11418"
"3468","ES799058","ESR11419"
"3469","ES799059","ESR11417"
"3470","ES799060","ESR11418"
"3471","ES799061","ESR11419"
"3472","ES799062","ESR11417"
"3473","ES799063","ESR11418"
"3474","ES799064","ESR11419"
"3475","ES799065","ESR11417"
"3476","ES799066","ESR11418"
"3477","ES799067","ESR11419"
"3478","ES799068","ESR11417"
"3479","ES799069","ESR11418"
"3480","ES799070","ESR11419"
"3481","ES799071","ESR11417"
"3482","ES799072","ESR11418"
"3483","ES799073","ESR11419"
"3484","ES799074","ESR11417"
"3485","ES799075","ESR11418"
"3486","ES799076","ESR11419"
"3487","ES799077","ESR11417"
"3488","ES799078","ESR11418"
"3489","ES799079","ESR11419"
"3490","ES799080","ESR11417"
"3491","ES799081","ESR11418"
"3492","ES799082","ESR11419"
"3493","ES799083","ESR11417"
"3494","ES799084","ESR11418"
"3495","ES799085","ESR11419"
"3496","ES799086","ESR11417"
"3497","ES799087","ESR11418"
"3498","ES799088","ESR11419"
"3499","ES799089","ESR11417"
"3500","ES799090","ESR11418"
"3501","ES799091","ESR11419"
"3502","ES799092","ESR11417"
"3503","ES799093","ESR11418"
"3504","ES799094","ESR11419"
"3505","ES799095","ESR11417"
"3506","ES799096","ESR11418"
"3507","ES799097","ESR11419"
"3508","ES799098","ESR11417"
"3509","ES799099","ESR11418"
"3510","ES799100","ESR11419"
"3511","ES799101","ESR11417"
"3512","ES799102","ESR11418"
"3513","ES799103","ESR11419"
"3514","ES799104","ESR11417"
"3515","ES799105","ESR11418"
"3516","ES799106","ESR11419"
"3517","ES799107","ESR11417"
"3518","ES799108","ESR11418"
"3519","ES799109","ESR11419"
"3520","ES799110","ESR11417"
"3521","ES799111","ESR11418"
"3522","ES799112","ESR11419"
"3523","ES799113","ESR11417"
"3524","ES799114","ESR11418"
"3525","ES799115","ESR11419"
"3526","ES799116","ESR11417"
"3527","ES799117","ESR11418"
"3528","ES799118","ESR11419"
"3529","ES799119","ESR11417"
"3530","ES799120","ESR11418"
"3531","ES799121","ESR11419"
"3532","ES799122","ESR11417"
"3533","ES799123","ESR11418"
"3534","ES799124","ESR11419"
"3535","ES799125","ESR11417"
"3536","ES799126","ESR11418"
"3537","ES799127","ESR11419"
"3538","ES799128","ESR11417"
"3539","ES799129","ESR11418"
"3540","ES799130","ESR11419"
"3541","ES799131","ESR11417"
"3542","ES799132","ESR11418"
"3543","ES799133","ESR11419"
"3544","ES799134","ESR11417"
"3545","ES799135","ESR11418"
"3546","ES799136","ESR11419"
"3547","ES799137","ESR11417"
"3548","ES799138","ESR11418"
"3549","ES799139","ESR11419"
