"","EXPSAMPLE_ACCESSION","TREATMENT_ACCESSION"
"929","ES786246","TRT1105"
"930","ES786247","TRT1105"
"931","ES786248","TRT1105"
"932","ES786249","TRT1105"
"933","ES786250","TRT1105"
"934","ES786251","TRT1105"
"935","ES786252","TRT1105"
"936","ES786253","TRT1105"
"937","ES786254","TRT1105"
"938","ES786255","TRT1105"
"939","ES786256","TRT1105"
"940","ES786257","TRT1105"
"941","ES786258","TRT1105"
"942","ES786259","TRT1105"
"943","ES786260","TRT1105"
"944","ES786261","TRT1105"
"945","ES786262","TRT1105"
"946","ES786263","TRT1105"
"947","ES786264","TRT1105"
"948","ES786265","TRT1105"
"949","ES786266","TRT1105"
"950","ES786267","TRT1105"
"951","ES786268","TRT1105"
"952","ES786269","TRT1105"
"953","ES786270","TRT1105"
"954","ES786271","TRT1105"
"955","ES786272","TRT1105"
"956","ES786273","TRT1105"
"957","ES786274","TRT1105"
"958","ES786275","TRT1105"
"959","ES786276","TRT1105"
"960","ES786277","TRT1105"
"961","ES786278","TRT1105"
"962","ES786279","TRT1105"
"963","ES786280","TRT1105"
"964","ES786281","TRT1105"
"965","ES786282","TRT1105"
"966","ES786283","TRT1105"
"967","ES786308","TRT1105"
"968","ES786309","TRT1105"
"969","ES786310","TRT1105"
"970","ES786311","TRT1105"
"971","ES786312","TRT1105"
"972","ES786313","TRT1105"
"973","ES786314","TRT1105"
"974","ES786315","TRT1105"
"975","ES786316","TRT1105"
"976","ES786317","TRT1105"
"977","ES786318","TRT1105"
"978","ES786319","TRT1105"
"979","ES786320","TRT1105"
"980","ES786321","TRT1105"
"981","ES786322","TRT1105"
"982","ES786323","TRT1105"
"983","ES786324","TRT1105"
"984","ES786325","TRT1105"
"985","ES786326","TRT1105"
"986","ES786327","TRT1105"
"987","ES786328","TRT1105"
"988","ES786329","TRT1105"
"989","ES786330","TRT1105"
"990","ES786331","TRT1105"
"991","ES786332","TRT1105"
"992","ES786333","TRT1105"
"993","ES786334","TRT1105"
"994","ES786335","TRT1105"
"995","ES786336","TRT1105"
"996","ES786337","TRT1105"
"997","ES786338","TRT1105"
"998","ES786339","TRT1105"
"999","ES786340","TRT1105"
"1000","ES786341","TRT1105"
"1001","ES786342","TRT1105"
"1002","ES786343","TRT1105"
"1003","ES786344","TRT1105"
"1004","ES786345","TRT1105"
"1005","ES786346","TRT1105"
"1006","ES786347","TRT1105"
"1007","ES786348","TRT1105"
"1008","ES786349","TRT1105"
"1009","ES786350","TRT1105"
"1010","ES786351","TRT1105"
"1011","ES786352","TRT1105"
"1012","ES786353","TRT1105"
"1013","ES786354","TRT1105"
"1014","ES786355","TRT1105"
"1015","ES786356","TRT1105"
"1016","ES786357","TRT1105"
"1017","ES786358","TRT1105"
"1018","ES786359","TRT1105"
"1019","ES786360","TRT1105"
"1020","ES786361","TRT1105"
"1021","ES786362","TRT1105"
"1022","ES786363","TRT1105"
"1023","ES786364","TRT1105"
"1024","ES786365","TRT1105"
"1025","ES786366","TRT1105"
"1026","ES786367","TRT1105"
"1027","ES786368","TRT1105"
"1028","ES786369","TRT1105"
"1029","ES786370","TRT1105"
"1030","ES786371","TRT1105"
"1031","ES786372","TRT1105"
"1032","ES786373","TRT1105"
"1033","ES786374","TRT1105"
"1034","ES786375","TRT1105"
"1035","ES786376","TRT1105"
"1036","ES786377","TRT1105"
"1037","ES786378","TRT1105"
"1038","ES786379","TRT1105"
"1039","ES786380","TRT1105"
"1040","ES786381","TRT1105"
"1041","ES786382","TRT1105"
"1042","ES786383","TRT1105"
"1043","ES786384","TRT1105"
"1044","ES786385","TRT1105"
"1045","ES786386","TRT1105"
"1046","ES786387","TRT1105"
"1047","ES786388","TRT1105"
"1048","ES786389","TRT1105"
"1049","ES786390","TRT1105"
"1050","ES786391","TRT1105"
"1051","ES786392","TRT1105"
"1052","ES786393","TRT1105"
"1053","ES786394","TRT1105"
"1054","ES786395","TRT1105"
"1055","ES786396","TRT1105"
"1056","ES786397","TRT1105"
"1057","ES786398","TRT1105"
"1058","ES786399","TRT1105"
"1059","ES786400","TRT1105"
"1060","ES786401","TRT1105"
"1061","ES786402","TRT1105"
"1062","ES786403","TRT1105"
"1063","ES786404","TRT1105"
"1064","ES786405","TRT1105"
"1065","ES786406","TRT1105"
"1066","ES786407","TRT1105"
"1067","ES786408","TRT1105"
"1068","ES786409","TRT1105"
"1069","ES786410","TRT1105"
"1070","ES786411","TRT1105"
"1071","ES786412","TRT1105"
"1072","ES786413","TRT1105"
"1073","ES786414","TRT1105"
"1074","ES786415","TRT1105"
"1075","ES786416","TRT1105"
"1076","ES786417","TRT1105"
"1077","ES786418","TRT1105"
"1078","ES786419","TRT1105"
"1079","ES786420","TRT1105"
"1080","ES786421","TRT1105"
"1081","ES786422","TRT1105"
"1082","ES786423","TRT1105"
"1083","ES786424","TRT1105"
"1084","ES786425","TRT1105"
"1085","ES786426","TRT1105"
"1086","ES786427","TRT1105"
"1087","ES786428","TRT1105"
"1088","ES786429","TRT1105"
"1089","ES786430","TRT1105"
"1090","ES786431","TRT1105"
"1091","ES786432","TRT1105"
"1092","ES786433","TRT1105"
"1093","ES786434","TRT1105"
"1094","ES786435","TRT1105"
"1095","ES786436","TRT1105"
"1096","ES786437","TRT1105"
"1097","ES786438","TRT1105"
"1098","ES786439","TRT1105"
"1099","ES786440","TRT1105"
"1100","ES786441","TRT1105"
"1101","ES786442","TRT1105"
"1102","ES786443","TRT1105"
"1103","ES786444","TRT1105"
"1104","ES786445","TRT1105"
"1105","ES786446","TRT1105"
"1106","ES786447","TRT1105"
"1107","ES786448","TRT1105"
"1108","ES786449","TRT1105"
"1109","ES786450","TRT1105"
"1110","ES786451","TRT1105"
"1111","ES786452","TRT1105"
"1112","ES786453","TRT1105"
"1113","ES786454","TRT1105"
"1114","ES786455","TRT1105"
"1115","ES786456","TRT1105"
"1116","ES786457","TRT1105"
"1117","ES786458","TRT1105"
"1118","ES786459","TRT1105"
"1119","ES786460","TRT1105"
"1120","ES786461","TRT1105"
"1121","ES786462","TRT1105"
"1122","ES786463","TRT1105"
"1123","ES786464","TRT1105"
"1124","ES786465","TRT1105"
"1125","ES786466","TRT1105"
"1126","ES786467","TRT1105"
"1127","ES786468","TRT1105"
"1128","ES786469","TRT1105"
"1129","ES786470","TRT1105"
"1130","ES786471","TRT1105"
"1131","ES786472","TRT1105"
"1132","ES786473","TRT1105"
"1133","ES786474","TRT1105"
"1134","ES786475","TRT1105"
"1135","ES786476","TRT1105"
"1136","ES786477","TRT1105"
"1137","ES786478","TRT1105"
"1138","ES786479","TRT1105"
"1139","ES786480","TRT1105"
"1140","ES786505","TRT1105"
"1141","ES786506","TRT1105"
"1142","ES786507","TRT1105"
"1143","ES786508","TRT1105"
"1144","ES786509","TRT1105"
"1145","ES786510","TRT1105"
"1146","ES786511","TRT1105"
"1147","ES786512","TRT1105"
"1148","ES786513","TRT1105"
"1149","ES786514","TRT1105"
"1150","ES786515","TRT1105"
"1151","ES786516","TRT1105"
"1152","ES786517","TRT1105"
"1153","ES786518","TRT1105"
"1154","ES786519","TRT1105"
"1155","ES786520","TRT1105"
"1156","ES786521","TRT1105"
"1157","ES786522","TRT1105"
"1158","ES786523","TRT1105"
"1159","ES786524","TRT1105"
"1160","ES786525","TRT1105"
"1161","ES786526","TRT1105"
"1162","ES786527","TRT1105"
"1163","ES786528","TRT1105"
"1164","ES786529","TRT1105"
"1165","ES786530","TRT1105"
"1166","ES786531","TRT1105"
"1167","ES786532","TRT1105"
"1168","ES786533","TRT1105"
"1169","ES786534","TRT1105"
"1170","ES786535","TRT1105"
"1171","ES786536","TRT1105"
"1172","ES786537","TRT1105"
"1173","ES786538","TRT1105"
"1174","ES786539","TRT1105"
"1175","ES786540","TRT1105"
"1176","ES786541","TRT1105"
"1177","ES786542","TRT1105"
"1178","ES786543","TRT1105"
"1179","ES786544","TRT1105"
"1180","ES786545","TRT1105"
"1181","ES786546","TRT1105"
"1182","ES786547","TRT1105"
"1183","ES786548","TRT1105"
"1184","ES786549","TRT1105"
"1185","ES786550","TRT1105"
"1186","ES786551","TRT1105"
"1187","ES786552","TRT1105"
"1188","ES786553","TRT1105"
"1189","ES786554","TRT1105"
"1190","ES786555","TRT1105"
"1191","ES786556","TRT1105"
"1192","ES786557","TRT1105"
"1193","ES786558","TRT1105"
"1194","ES786559","TRT1105"
"1195","ES786560","TRT1105"
"1196","ES786561","TRT1105"
"1197","ES786562","TRT1105"
"1198","ES786563","TRT1105"
"1199","ES786564","TRT1105"
"1200","ES786565","TRT1105"
"1201","ES786566","TRT1105"
"1202","ES786567","TRT1105"
"1203","ES786568","TRT1105"
"1204","ES786569","TRT1105"
"1205","ES786570","TRT1105"
"1206","ES786571","TRT1105"
"1207","ES786572","TRT1105"
"1208","ES786573","TRT1105"
"1209","ES786574","TRT1105"
"1210","ES786575","TRT1105"
"1211","ES786576","TRT1105"
"1212","ES786577","TRT1105"
"1213","ES786578","TRT1105"
"1214","ES786579","TRT1105"
"1215","ES786580","TRT1105"
"1216","ES786581","TRT1105"
"1217","ES786582","TRT1105"
"1218","ES786583","TRT1105"
"1219","ES786584","TRT1105"
"1220","ES786585","TRT1105"
"1221","ES786586","TRT1105"
"1222","ES786587","TRT1105"
"1223","ES786588","TRT1105"
"1224","ES786589","TRT1105"
"1225","ES786590","TRT1105"
"1226","ES786591","TRT1105"
"1227","ES786592","TRT1105"
"1228","ES786593","TRT1105"
"1229","ES786594","TRT1105"
"1230","ES786595","TRT1105"
"1231","ES786596","TRT1105"
"1232","ES786597","TRT1105"
"1233","ES786598","TRT1105"
"1234","ES786599","TRT1105"
"1235","ES786600","TRT1105"
"1236","ES786601","TRT1105"
"1237","ES786602","TRT1105"
"1238","ES786603","TRT1105"
"1239","ES786604","TRT1105"
"1240","ES786605","TRT1105"
"1241","ES786606","TRT1105"
"1242","ES786607","TRT1105"
"1243","ES786608","TRT1105"
"1244","ES786609","TRT1105"
"1245","ES786610","TRT1105"
"1246","ES786611","TRT1105"
"1247","ES786612","TRT1105"
"1248","ES786613","TRT1105"
"1249","ES786614","TRT1105"
"1250","ES786615","TRT1105"
"1251","ES786616","TRT1105"
"1252","ES786617","TRT1105"
"1253","ES786618","TRT1105"
"1254","ES786619","TRT1105"
"1255","ES786620","TRT1105"
"1256","ES786621","TRT1105"
"1257","ES786622","TRT1105"
"1258","ES786623","TRT1105"
"1259","ES786624","TRT1105"
"1260","ES786625","TRT1105"
"1261","ES786626","TRT1105"
"1262","ES786627","TRT1105"
"1263","ES786628","TRT1105"
"1264","ES786629","TRT1105"
"1265","ES786630","TRT1105"
"1266","ES786631","TRT1105"
"1267","ES786632","TRT1105"
"1268","ES786633","TRT1105"
"1269","ES786634","TRT1105"
"1270","ES786635","TRT1105"
"1271","ES786636","TRT1105"
"1272","ES786637","TRT1105"
"1273","ES786638","TRT1105"
"1274","ES786639","TRT1105"
"1275","ES786640","TRT1105"
"1276","ES786641","TRT1105"
"1277","ES786642","TRT1105"
"1278","ES786643","TRT1105"
"1279","ES786644","TRT1105"
"1280","ES786645","TRT1105"
"1281","ES786646","TRT1105"
"1282","ES786647","TRT1105"
"1283","ES786648","TRT1105"
"1284","ES786649","TRT1105"
"1285","ES786650","TRT1105"
"1286","ES786651","TRT1105"
"1287","ES786652","TRT1105"
"1288","ES786653","TRT1105"
"1289","ES786654","TRT1105"
"1290","ES786655","TRT1105"
"1291","ES786656","TRT1105"
"1292","ES786657","TRT1105"
"1293","ES786658","TRT1105"
"1294","ES786659","TRT1105"
"1295","ES786660","TRT1105"
"1296","ES786661","TRT1105"
"1297","ES786662","TRT1105"
"1298","ES786663","TRT1105"
"1299","ES786664","TRT1105"
"1300","ES786665","TRT1105"
"1301","ES786666","TRT1105"
"1302","ES786667","TRT1105"
"1303","ES786668","TRT1105"
"1304","ES786669","TRT1105"
"1305","ES786670","TRT1105"
"1306","ES786671","TRT1105"
"1307","ES786672","TRT1105"
"1308","ES786673","TRT1105"
"1309","ES786674","TRT1105"
"1310","ES786675","TRT1105"
"1311","ES786676","TRT1105"
"1312","ES786677","TRT1105"
"1313","ES786678","TRT1105"
"1314","ES786679","TRT1105"
"1315","ES786680","TRT1105"
"1316","ES786681","TRT1105"
"1317","ES786682","TRT1105"
"1318","ES786683","TRT1105"
"1319","ES786684","TRT1105"
"1320","ES786685","TRT1105"
"1321","ES786686","TRT1105"
"1322","ES786687","TRT1105"
"1323","ES786688","TRT1105"
"1324","ES786689","TRT1105"
"1325","ES786690","TRT1105"
"1326","ES786691","TRT1105"
"1327","ES786692","TRT1105"
"1328","ES786693","TRT1105"
"1329","ES786694","TRT1105"
"1330","ES786695","TRT1105"
"1331","ES786696","TRT1105"
"1332","ES786697","TRT1105"
"1333","ES786698","TRT1105"
"1334","ES786699","TRT1105"
"1335","ES786700","TRT1105"
"1336","ES786701","TRT1105"
"1337","ES786702","TRT1105"
"1338","ES786703","TRT1105"
"1339","ES786704","TRT1105"
"1340","ES786705","TRT1105"
"1341","ES786706","TRT1105"
"1342","ES786707","TRT1105"
"1343","ES799418","TRT1460"
"1344","ES799419","TRT1460"
"1345","ES799420","TRT1460"
"1346","ES799421","TRT1460"
"1347","ES799422","TRT1460"
"1348","ES799423","TRT1460"
"1349","ES799424","TRT1460"
"1350","ES799425","TRT1460"
"1351","ES799426","TRT1460"
"1352","ES799427","TRT1460"
"1353","ES799428","TRT1460"
"1354","ES799429","TRT1460"
"1355","ES799430","TRT1460"
"1356","ES799431","TRT1460"
"1357","ES799432","TRT1460"
"1358","ES799433","TRT1460"
"1359","ES799434","TRT1460"
"1360","ES799435","TRT1460"
"1361","ES799436","TRT1460"
"1362","ES799437","TRT1460"
"1363","ES799438","TRT1460"
"1364","ES799439","TRT1460"
"1365","ES799440","TRT1460"
"1366","ES799441","TRT1460"
"1367","ES799442","TRT1460"
"1368","ES799443","TRT1460"
"1369","ES799444","TRT1460"
"1370","ES799445","TRT1460"
"1371","ES799446","TRT1460"
"1372","ES799447","TRT1460"
"1373","ES799448","TRT1460"
"1374","ES799449","TRT1460"
"1375","ES799450","TRT1460"
"1376","ES799451","TRT1460"
"1377","ES799452","TRT1460"
"1378","ES799453","TRT1460"
"1379","ES799454","TRT1460"
"1380","ES799455","TRT1460"
"1381","ES799456","TRT1460"
"1382","ES799457","TRT1460"
"1383","ES799458","TRT1460"
"1384","ES799459","TRT1460"
"1385","ES823377","TRT1714"
"1386","ES823378","TRT1714"
"1387","ES823379","TRT1714"
"1388","ES823380","TRT1714"
"1389","ES823381","TRT1714"
"1390","ES823382","TRT1714"
"1391","ES823383","TRT1714"
"1392","ES823384","TRT1714"
"1393","ES823385","TRT1714"
"1394","ES823386","TRT1714"
"1395","ES823387","TRT1714"
"1396","ES823388","TRT1714"
"1397","ES823389","TRT1714"
"1398","ES823390","TRT1714"
"1399","ES823391","TRT1714"
"1400","ES823392","TRT1714"
"1401","ES823393","TRT1714"
"1402","ES823394","TRT1714"
"1403","ES823395","TRT1714"
"1404","ES823396","TRT1714"
"1405","ES823397","TRT1714"
"1406","ES823398","TRT1714"
"1407","ES823399","TRT1714"
"1408","ES823400","TRT1714"
"1409","ES823401","TRT1714"
"1410","ES823402","TRT1714"
"1411","ES823403","TRT1714"
"1412","ES823404","TRT1714"
"1413","ES823405","TRT1714"
"1414","ES823406","TRT1714"
"1415","ES823407","TRT1714"
"1416","ES823408","TRT1714"
"1417","ES823409","TRT1714"
"1418","ES823410","TRT1714"
"1419","ES823411","TRT1714"
"1420","ES823412","TRT1714"
